	PD_whole_tree	chao1	observed_otus	shannon	simpson
CS.057	66.97131	528.108695652	298.0	6.39682455882	0.973596005094
CS.058	66.93286	614.772727273	311.0	6.53618051833	0.977769377515
CS.059	74.0919	587.0	347.0	6.95487231785	0.983263613815
CS.060	55.22339	626.913043478	251.0	6.1521974145	0.973900853336
CS.061	42.80064	641.12	235.0	5.63774679963	0.957322334989
CS.062	63.05917	793.777777778	321.0	6.3955299512	0.970645074121
CS.063	54.01978	440.222222222	238.0	6.04233026265	0.961222650486
CS.064	69.91233	564.756756757	298.0	6.60108838627	0.979089805897
CS.065	60.62497	907.45	343.0	6.38383497062	0.971754286221
CS.066	52.22094	475.090909091	244.0	6.01373183012	0.967176336634
CS.067	35.34234	309.882352941	151.0	5.12352270866	0.944192956743
CS.068	48.33477	688.652173913	241.0	5.46087039875	0.945466351396
CS.070	41.79459	384.434782609	182.0	5.06266519953	0.93845135787
CS.071	52.47437	618.291666667	247.0	6.15816858944	0.971320966221
CS.072	85.78439	1171.27083333	437.0	7.02835033787	0.981414491484
CS.073	58.90019	688.571428571	302.0	6.52426661077	0.979663356087
CS.074	53.66269	748.941176471	296.0	5.96984667827	0.949918006711
CS.075	61.44231	473.956521739	286.0	6.37026378238	0.972599151346
CS.076	51.772	521.181818182	243.0	5.83708274666	0.964640434766
CS.077	61.69042	787.818181818	331.0	6.10392871738	0.957011389784
CS.078	56.3662	589.727272727	297.0	6.3682733954	0.975743443204
CS.079	49.21912	576.636363636	230.0	6.04768817731	0.968364809277
CS.080	46.68489	562.387096774	253.0	6.1549317024	0.971206865879
CS.082	89.14972	719.0	410.0	7.08168303188	0.980971155042
CS.083	85.0162	718.1	359.0	6.79468406916	0.980766035725
CS.084	84.86866	616.188679245	364.0	7.15972677409	0.985506861372
CS.085	80.66386	677.960784314	376.0	7.1406687311	0.98487277703
CS.086	76.85528	752.487179487	344.0	6.6584794928	0.974132537999
CS.087	50.38845	781.75	295.0	5.78199966618	0.947000173546
CS.088	40.29899	544.913043478	224.0	5.70294605883	0.957408127994
CS.089	72.38146	682.25	344.0	6.71164989021	0.972422339366
CS.090	64.39354	588.7	269.0	6.19194840888	0.968751531046
CS.091	55.72078	684.24	255.0	6.066246071	0.972315642482
CS.092	84.14307	598.659574468	348.0	6.99543580558	0.983021041714
CS.093	77.93923	608.101694915	353.0	6.83245033616	0.97778766841
CS.094	49.85586	923.689655172	298.0	5.56849439107	0.931827876586
CS.095	76.91726	667.58490566	367.0	6.96684921757	0.982249340167
CS.096	60.94901	746.1	306.0	6.63914934606	0.979785730881
CS.097	51.47612	638.375	275.0	6.10727980899	0.962795231912
CS.098	78.16861	582.767857143	347.0	6.95380003971	0.984374132407
CS.099	67.16284	808.386363636	347.0	6.18040036375	0.9539755368
CS.101	74.43904	775.0	340.0	6.82961558164	0.979415993515
CS.102	61.5183	611.025641026	293.0	5.98872406084	0.951602510991
CS.103	70.81369	545.630434783	328.0	6.92782641686	0.982591205694
CS.104	66.29261	659.7	309.0	6.42033473396	0.970498311467
CS.105	69.69049	700.127659574	338.0	6.35411311319	0.961236586405
CS.106	71.28009	559.5	324.0	6.50326337233	0.973281575909
CS.108	59.3289	433.8	256.0	5.54618793642	0.925806688327
CS.109	79.99957	707.0	353.0	6.75144264951	0.969713544995
CS.110	51.46509	583.4	248.0	5.88367919275	0.961447802687
CS.111	67.50173	446.322033898	302.0	6.40996005566	0.971529569517
CS.112	52.42753	423.823529412	241.0	5.87623492148	0.956752704276
CS.113	52.11911	711.1	271.0	5.87817746828	0.959037759592
CS.114	67.85349	598.848484848	304.0	6.84057075153	0.982538075001
CS.115	44.6346	385.681818182	187.0	5.64237523597	0.963870910706
CS.117	61.416	617.6	281.0	6.28119277593	0.974535373175
CS.118	58.82064	683.090909091	283.0	5.9547534053	0.959999338044
CS.119	62.82572	931.333333333	328.0	6.79135115495	0.982570301815
CS.120	68.49063	511.341463415	294.0	6.44162466059	0.971563973819
CS.122	66.96008	592.7	302.0	6.40043786684	0.97152390805
CS.123	54.71033	585.78125	255.0	5.83688885661	0.965293245499
CS.124	42.11023	580.6875	206.0	6.0125482957	0.975044905235
CS.130	70.72828	727.306122449	357.0	6.83321308027	0.980713340529
CS.131	78.72743	671.375	365.0	7.20669344158	0.987224898959
CS.132	68.6021	529.166666667	317.0	6.86970981644	0.982049011323
CS.133	55.00825	694.794117647	292.0	6.39043592118	0.976795605134
CS.135	55.67258	522.096774194	264.0	6.3986005007	0.97596424043
CS.136	64.14091	552.825	299.0	6.56178134304	0.977852993033
CS.143	67.21222	576.972972973	314.0	6.6797843935	0.974841527908
CS.153	75.75788	749.317073171	352.0	6.86003894222	0.982335133172
CS.154	30.01407	460.0	156.0	4.85330479262	0.935241741389
CS.156	37.6198	557.0	217.0	5.21406883378	0.941839963819
CS.157	36.06099	317.607142857	184.0	5.17864069534	0.925762267583
CS.158	52.29032	487.75	237.0	6.1880105362	0.974004937235
CS.160	60.6233	770.214285714	287.0	6.06419758257	0.962616242445
CS.161	48.61543	484.303030303	238.0	5.83257989884	0.963981962565
CS.163	48.48348	482.724137931	224.0	5.61125977418	0.957438177321
CS.164	34.23974	265.1875	127.0	4.474847785	0.918791259304
CS.165	47.92018	880.625	275.0	6.05074099901	0.969080767146
CS.167	49.24311	864.4	283.0	5.91168817913	0.95583162709
CS.168	83.2223	673.181818182	377.0	7.01596043281	0.978949575706
CS.169	71.9109	735.833333333	371.0	6.55083725763	0.961594129842
CS.170	61.99719	798.75	312.0	6.35605460525	0.968420552956
CS.171	62.12473	644.375	302.0	6.02866622131	0.944641083657
CS.172	57.76873	817.214285714	292.0	6.16415533253	0.967703288594
CS.173	60.06335	607.153846154	309.0	6.40411341895	0.969814580412
CS.175	42.18952	530.0	224.0	5.07261198397	0.934115109389
CS.176	71.62528	995.12195122	375.0	6.50851256646	0.964899555771
CS.199	53.85998	394.888888889	226.0	6.19163763512	0.97339045028
CS.200	97.41359	678.378378378	428.0	7.55706294043	0.989341852245
CS.217	73.89318	626.8	337.0	6.76226083092	0.975092809958
CS.218	78.75937	723.56	372.0	6.99539148443	0.982450104509
CS.219	71.51617	504.9375	308.0	6.37588193349	0.967133222383
CS.220	53.01034	653.363636364	287.0	6.04987877662	0.953388921684
CS.227	37.19008	544.565217391	213.0	5.53732353545	0.953009167875
CS.228	56.21136	460.108108108	254.0	6.01750865849	0.96295157551
CS.229	58.99669	688.53125	296.0	6.37016343859	0.972945371848
CS.231	64.60077	586.219512195	310.0	6.76500753476	0.982818099885
CS.232	87.36415	833.12244898	398.0	7.12496767232	0.984138528267
CS.233	64.39509	465.069767442	264.0	6.00055573421	0.962936333098
CS.235	72.17029	688.023255814	350.0	6.9187449813	0.979811425233
CS.236	46.20137	433.166666667	210.0	5.55428021609	0.95268254476
CS.237	57.98729	597.757575758	277.0	5.98425714399	0.957877158788
CS.238	66.18718	604.0	310.0	6.78334257858	0.982936990699
CS.239	74.56262	813.97826087	390.0	7.22355212294	0.986971003924
CS.240	54.88484	785.0	284.0	6.1058006168	0.962982495832
CS.241	75.66734	726.2	368.0	6.85324627946	0.981113127223
CS.247	65.83724	745.037037037	303.0	6.76967007746	0.982893876448
CS.248	72.61941	781.153846154	340.0	6.86956514619	0.98420907886
CS.249	54.11311	731.676470588	289.0	6.11249114511	0.968739337116
CS.251	61.96795	787.666666667	321.0	6.2482421882	0.96054240341
CS.284	54.75029	550.153846154	275.0	6.1341504742	0.970258787849
CS.285	38.21263	564.869565217	217.0	5.70768438952	0.966143772092
CS.286	51.23881	505.25	254.0	6.00909561471	0.96758439778
CS.292	64.59762	598.068181818	298.0	6.23962856774	0.966922441599
CS.298	69.94324	704.857142857	334.0	6.55684817846	0.971578780733
CS.308.0	46.10123	522.451612903	235.0	5.26081522864	0.933720548666
CS.311	57.14124	699.871794872	305.0	6.28005565622	0.971325756693
CS.312	59.46178	636.0	295.0	6.53162721789	0.977827298681
CS.345.0	37.63155	386.217391304	171.0	4.81918383044	0.923613087483
CS.346	39.3207	472.666666667	209.0	5.35391085463	0.943672537245
CS.347.0	43.29714	470.034482759	232.0	6.06462280369	0.969047669337
L.011.M1	57.58105	829.125	303.0	6.31546578459	0.973151797657
CS.138	71.27388	1343.91525424	495.0	7.18244327117	0.981380958177
CS.139	40.90648	897.333333333	362.0	6.48406636452	0.971459889919
CS.140	72.51383	1027.33333333	437.0	7.08794399995	0.98119674274
CS.141	78.38608	1291.82894737	538.0	7.4477539237	0.984917197774
CS.142	57.14334	833.489795918	364.0	6.70211974992	0.978850282279
CS.151	74.079	878.75	407.0	7.08866678888	0.983349842317
CS.155	67.7537	843.1	408.0	7.22611250408	0.987524956728
CS.159	76.40905	1157.69230769	486.0	7.26327329618	0.983364649232
CS.174	83.72935	1166.15909091	538.0	7.34763833983	0.981812971685
CS.188	59.07432	1038.67164179	464.0	6.99794933946	0.97794009253
CS.190	73.80201	843.045454545	430.0	7.18507954733	0.98332850294
CS.191	74.677	1144.9	440.0	7.05419639048	0.979959494379
CS.193	56.84128	966.52173913	384.0	6.8345502849	0.980307892369
CS.194	40.20467	712.2	330.0	6.10918845056	0.964248487027
CS.196	52.02584	610.264150943	323.0	6.0969990914	0.957304044095
CS.198	61.44463	1074.05882353	424.0	6.88004453909	0.975555743787
CS.203	59.31398	919.344262295	405.0	6.38679076113	0.962855330565
CS.205	50.88079	888.0	402.0	6.5871287965	0.971146767226
CS.213	43.6912	709.818181818	323.0	6.32848837632	0.970762222945
CS.222	41.81715	487.775	265.0	6.02613981636	0.9668876018
CS.224	34.16981	560.84375	248.0	5.35862250666	0.923013407443
CS.230	42.67571	561.027027027	271.0	5.86024907839	0.947471381827
CS.259	67.26999	1096.18181818	431.0	6.84496970515	0.975942465556
CS.260	59.33226	720.333333333	338.0	6.4665581437	0.972846078421
CS.269	35.64252	530.875	244.0	5.63820648881	0.953633235775
CS.274	52.58266	803.725806452	390.0	6.69418497968	0.973216686783
CS.275	59.25823	778.178571429	375.0	6.77839217977	0.980095369595
CS.282	51.91179	1016.15789474	353.0	6.38992314933	0.972062182944
CS.283	48.87689	566.275862069	259.0	6.08225749899	0.967390165901
CS.290	49.11392	675.0	334.0	6.25015827634	0.95688030504
CS.293	70.45321	1065.35	442.0	6.91126224323	0.97709435641
CS.294	26.24504	420.476190476	180.0	4.6084733096	0.908648087328
CS.295	60.26104	823.610169492	385.0	6.52059363954	0.969244078704
CS.296	75.7059	1219.23809524	493.0	7.25488836903	0.983416473433
CS.297	67.1433	1048.953125	443.0	6.77684726875	0.975110229858
CS.300	64.17626	949.346938776	393.0	6.91102471448	0.983145593996
CS.301	68.72994	923.15625	429.0	7.04717846796	0.981761582981
CS.302	37.88055	655.59375	268.0	5.84781774126	0.959819042084
CS.305	77.52314	1076.62295082	459.0	7.06400878246	0.977686197495
CS.318	51.06444	945.837209302	365.0	6.64404594304	0.975062760632
CS.319	53.9492	753.385964912	361.0	6.3871986511	0.967597462705
CS.321	59.33279	1066.12244898	400.0	6.50523760779	0.971733817839
CS.322	49.82949	778.019230769	356.0	6.5752519076	0.977547273797
CS.325	33.53254	593.5625	249.0	5.50557691382	0.947953477545
CS.328	27.89994	401.033333333	212.0	5.27581130893	0.940935435538
CS.332	60.84931	880.016666667	406.0	6.79276784182	0.978838523846
CS.333	58.06237	1178.51219512	401.0	6.93887112314	0.982872101574
CS.334	46.2462	583.0	303.0	6.41928034707	0.974082891285
CS.335	33.76463	576.27027027	262.0	5.69736265406	0.956336804176
CS.339	42.78467	1062.26086957	298.0	5.93989961751	0.955460147734
CS.341	52.44954	789.288461538	351.0	6.25779382049	0.963905750505
CS.343	44.51465	705.75	342.0	6.32668288632	0.966822277177
CS.350	68.56678	1030.01587302	445.0	6.88146016249	0.977190165857
CS.351	62.61646	1065.88888889	423.0	7.01612043541	0.983003186317
CS.356	35.34788	606.034482759	251.0	5.96774327889	0.970047136071
CS.357	64.97559	1038.96875	446.0	6.73440810114	0.973225396733
CS.358	36.71331	589.146341463	275.0	5.4880058848	0.937236755378
CS.360	60.72465	880.1	414.0	7.09051462288	0.984522201553
CS.362	48.93569	830.75	347.0	6.17093129326	0.957857561401
CS.365	65.80775	968.358490566	409.0	6.77474477719	0.973772817074
CS.366	41.97411	784.2	321.0	6.0310979711	0.957813140658
CS.379	42.82399	716.063829787	330.0	6.21095044331	0.967499911267
CS.380	73.08874	1110.59649123	464.0	7.29262079238	0.984911100809
CS.382	61.95589	1238.0	422.0	7.23800514428	0.987131702497
CS.388	41.60466	649.9	295.0	6.18997178471	0.971357983507
IMP000.L.T02	67.22294	888.776119403	439.0	7.22029166813	0.985317855462
IMP000.L.T03	59.98841	974.045454545	436.0	7.05052561417	0.982627351986
IMP000.L.T04	56.72976	792.895833333	353.0	6.79753298812	0.982494089755
IMP000.L.T05	61.29777	884.0	406.0	7.01110127493	0.983712176227
IMP000.L.T06	67.90703	889.4	422.0	7.07435389872	0.984145496227
IMP000.L.T09	56.35306	824.943661972	421.0	6.97534812832	0.980043545394
IMP000.L.T10	64.31677	966.234375	432.0	7.03556143639	0.981840408026
IMP000.L.T17	55.80645	682.5	350.0	6.7153976337	0.980313118338
IMP000.L.T18	69.08972	924.702702703	452.0	7.16697535268	0.984429876086
IMP000.L.T19	59.63514	824.017857143	382.0	6.80105859046	0.980741212368
IMP000.L.T20	63.19189	881.4	426.0	7.05183440675	0.9836995468
IMP000.L.T27	59.64708	1066.23076923	461.0	6.9099629522	0.976759458842
IMP000.L.T28	64.85492	1020.640625	449.0	7.11656496496	0.983395134056
IMP000.L.T29	67.84601	1094.51612903	460.0	7.14237534812	0.98351402487
IMP000.L.T30	62.06793	1035.65822785	483.0	7.1225187251	0.98118454881
IMP000.L.T36	60.23672	760.25	391.0	6.86964916234	0.979978656268
IMP000.L.T37	60.36657	892.552238806	428.0	7.04420485727	0.982331213694
IMP000.L.T38	58.62236	1084.50909091	434.0	6.95557043867	0.980422863705
IMP000.L.T39	61.94935	1042.67924528	422.0	7.04705006582	0.984308807784
IMP000.L.T40	65.52595	1259.45454545	471.0	7.14253835256	0.982347762599
KL02	62.2395	754.333333333	386.0	6.80213600597	0.980812633956
L.004.M2	84.99685	1181.83823529	509.0	7.14317358424	0.973106941416
L.004.M3	84.67844	960.285714286	506.0	7.54498279947	0.983787952789
L.004.M4	87.11617	1155.44444444	541.0	7.49257287148	0.982941345674
L.004.M5	78.50348	1039.88	485.0	7.10954522507	0.979198244771
L.004.M6	80.54681	1035.640625	464.0	7.05524856298	0.977043838701
L.005.M2	82.38312	1060.01428571	494.0	7.31800868035	0.97982579665
L.005.M3	81.64309	1035.0	485.0	7.22844124174	0.977160552028
L.005.M4	80.71608	1053.28767123	495.0	7.30341213413	0.979832329112
L.005.M5	71.64723	1392.84210526	503.0	7.02550069755	0.971822659326
L.005.M6	73.06861	1083.55223881	471.0	6.91618658277	0.97382202829
L.006.M2	75.0297	757.888888889	411.0	6.78592043633	0.974796671667
L.006.M3	80.22862	1054.7037037	501.0	7.28573158716	0.983317615503
L.006.M4	71.96714	943.161290323	429.0	6.87567317845	0.97802501454
L.006.M5	85.38944	1100.81707317	528.0	7.62317573464	0.987924743421
L.006.M6	100.26519	994.583333333	506.0	7.56429350118	0.987925178919
L.007.M2	84.25649	1128.265625	487.0	7.27814970688	0.98258336674
L.007.M4	90.78779	1104.0	514.0	7.34206451464	0.980084917655
L.007.M5	88.33722	748.846153846	424.0	7.20744325195	0.980985090961
L.007.M6	92.50758	934.279069767	493.0	7.25463735277	0.979953397414
L.008.M2	49.05894	667.9	313.0	6.20987198264	0.960772781581
L.008.M3	32.21337	504.957446809	264.0	5.01904182857	0.89897307515
L.008.M4	59.85138	931.185714286	439.0	6.98603576416	0.980971590539
L.008.M5	62.26563	928.875	421.0	7.11518662221	0.9830754789
L.008.M6	57.81035	941.385964912	417.0	6.91018282669	0.980445074077
L.012.M2	79.61999	1087.3125	477.0	7.35820248444	0.986058201191
L.012.M3	81.62526	811.5	410.0	7.12212475022	0.983042381091
L.012.M4	72.74502	755.411764706	373.0	6.7342284767	0.973681798099
L.012.M5	74.55954	913.362068966	423.0	7.01563812767	0.980746438338
L.012.M6	73.00291	864.057692308	405.0	7.18949430185	0.985337017352
L.025.M2	61.54659	967.333333333	437.0	7.01138270186	0.980919766338
L.025.M3	66.60749	1048.0	473.0	7.2499010917	0.981887006257
L.025.M4	67.35243	992.270588235	489.0	7.18015897364	0.983100302257
L.025.M5	63.86828	919.781818182	407.0	7.01194373706	0.984074510136
L.025.M6	62.62247	1130.11864407	449.0	6.9104060676	0.978484028892
T.CS.003	71.68788	1045.52941176	467.0	7.03553985188	0.977866928952
T.CS.004	69.63832	1299.5	497.0	7.23067328989	0.984696836045
T.CS.007	48.22489	745.765957447	335.0	6.23828935331	0.967427618684
T.CS.008	57.31252	887.5	436.0	6.58064120084	0.956473114889
T.CS.009	73.42513	868.119402985	422.0	6.67625687938	0.964935702062
T.CS.013	63.50537	832.891891892	419.0	6.53897591358	0.965800164575
T.CS.014	67.02432	855.022222222	372.0	6.6680817653	0.97373536429
T.CS.018	69.34772	1063.33333333	445.0	7.11260906925	0.981984122197
T.CS.020	80.23638	974.651162791	399.0	7.21685119092	0.986980149371
T.CS.023	40.38898	499.666666667	268.0	6.13024106614	0.972092667768
T.CS.030	56.27266	926.448979592	389.0	6.64157527553	0.973136555245
T.CS.042	85.55983	1109.50704225	507.0	7.39830215795	0.983956490317
T.CS.043	62.43045	1125.4	417.0	6.89697890561	0.97904407866
T.CS.045	65.05925	893.169491525	403.0	6.35761728919	0.947492721204
T.CS.047	64.4611	705.653846154	364.0	6.99489791594	0.984605817071
T.CS.049	50.15581	862.62	372.0	6.56196279248	0.974686055305
T.CS.051	63.48419	866.25	408.0	6.91197165377	0.980074465715
T.CS.061	64.21836	1020.47169811	419.0	6.95588355221	0.982369101976
T.CS.065	69.83447	1084.08219178	486.0	7.16622508323	0.979665969072
T.CS.067	58.81348	1082.875	415.0	6.37526497002	0.963068724334
T.CS.069	75.43499	1044.0	482.0	7.25459416347	0.982750597775
T.CS.070	73.61552	1060.52941176	482.0	7.25165682823	0.979446042841
T.CS.071	75.36113	1266.04761905	491.0	6.97095459806	0.97511153635
T.CS.073	76.42631	987.961538462	480.0	7.16839375374	0.982532849031
T.CS.081	68.21502	1204.44444444	483.0	7.02137456478	0.976657987928
T.CS.084	57.43463	1027.37288136	430.0	6.85528135977	0.975493903144
T.CS.087	50.98657	1221.14285714	424.0	6.5777944718	0.972139701497
T.CS.088	52.48911	808.12244898	373.0	6.81717715403	0.979717793273
T.CS.089	70.10242	889.05	419.0	6.78507802949	0.970583233477
T.CS.090	56.68666	894.625	391.0	6.44138564896	0.965818890966
T.CS.092	87.55825	790.051724138	426.0	7.29315841023	0.976431529234
T.CS.093	81.24213	860.138888889	445.0	6.85788749787	0.967898391468
T.CS.094	64.5659	1055.56716418	460.0	6.79755432278	0.972130991547
T.CS.095	81.92477	1068.01408451	494.0	7.4123257758	0.984782193553
T.CS.096	93.67235	1109.01351351	511.0	7.38443314202	0.98378446881
T.CS.097	79.35565	1027.38356164	473.0	6.90584544245	0.973073843607
T.CS.098	84.25026	984.278688525	445.0	7.09317344419	0.982979669453
T.CS.099	79.39265	1393.125	540.0	7.24191351379	0.979790085856
T.CS.100	87.11607	828.518518519	426.0	7.47301869175	0.988512665029
T.CS.133	90.65908	1127.31818182	488.0	7.3782600774	0.986811176346
T.CS.134	69.54457	928.512820513	456.0	6.67915939831	0.969938697196
T.CS.135	57.44768	731.403846154	341.0	6.36714816542	0.972151024432
T.CS.136	67.70984	1119.54237288	448.0	6.80211819676	0.975397658199
T.CS.137	89.03796	722.358490566	380.0	7.11028922173	0.98565275303
T.CS.138	84.50272	1099.18181818	473.0	7.11496915082	0.980847909253
T.CS.139	82.92212	1050.20547945	488.0	7.27250025817	0.98383977699
T.CS.140	72.63177	1214.04761905	483.0	7.07925164568	0.97983102262
T.CS.141	57.93121	978.701754386	415.0	6.85157191148	0.979743487625
T.CS.142	61.04052	1043.50847458	428.0	6.72773244955	0.977238506078
T.CS.143	66.36533	1114.9516129	453.0	6.89888510873	0.97391043428
T.CS.144	74.32503	977.3	446.0	7.07943433156	0.978432640188
T.CS.146	68.29111	1065.62295082	448.0	7.14462182843	0.984237821694
T.CS.147	89.123	1253.72727273	553.0	7.66722871465	0.988291432306
T.CS.148	83.61153	1103.2027027	489.0	6.8477041463	0.96519438757
T.CS.149	63.86868	687.7	269.0	4.97386934098	0.8605225665
T.CS.150	89.28978	1207.22105263	568.0	7.54057804919	0.982609932086
T.CS.151	68.85297	1059.6557377	451.0	6.86014303146	0.976006919184
BLANK.A01.049	63.70612	1144.15384615	273.0	6.79223048504	0.985220739523
BLANK.B01.049	64.42452	716.323529412	328.0	6.8965852091	0.98179816477
BLANK.E04.050	41.42229	357.875	191.0	5.16942344306	0.932144918757
BLANK.G12.048	77.52488	946.692307692	400.0	7.17897962565	0.983449135744
BLANK.H12.048	66.96951	870.52	371.0	6.21802070088	0.958395836296
CS.116	55.35189	872.5	364.0	6.50591275115	0.974236621898
CS.125	51.33107	765.220338983	368.0	6.42363013852	0.964026818806
CS.126	72.30157	1211.87301587	476.0	7.0231210093	0.978482286902
CS.127	62.95792	1080.48214286	432.0	6.97132601311	0.982353424066
CS.128	70.82491	1293.68421053	475.0	7.10430674274	0.979665969072
CS.129	56.6716	935.459459459	348.0	6.71868482096	0.981093965333
CS.145	76.54653	1125.64179104	474.0	7.01539840853	0.978578531847
CS.146	58.5926	926.269230769	393.0	6.56282346428	0.967127996413
CS.147	58.42932	847.230769231	406.0	6.74398006229	0.977459303304
CS.148	47.5661	486.766666667	303.0	6.14357379957	0.970204786161
CS.149	61.41136	789.85	381.0	6.62464378968	0.977054290641
CS.150	66.94112	824.529411765	365.0	6.447622457	0.972313900492
CS.152	87.54165	1207.08196721	501.0	7.57518731551	0.989029600546
CS.166	66.26063	928.5	376.0	6.78491363107	0.979089805897
CS.177	47.46495	668.033898305	354.0	6.15596419519	0.956793205542
CS.178	67.57516	702.666666667	358.0	6.77081022645	0.977249829013
CS.181	64.41238	881.038461538	379.0	6.60629832305	0.973310318743
CS.182	78.28983	838.180722892	448.0	7.10242456785	0.983314567021
CS.183	49.17559	583.914893617	303.0	5.98932294483	0.956720477462
CS.184	43.39566	522.083333333	283.0	5.84644772392	0.958495129723
CS.186	84.44578	925.430769231	435.0	7.02103401701	0.98178422885
