"AR3"	"BB2"	"BF1"	"BF2"	"BP1"	"BZ1"	"CA1"	"CA2"	"CC1"	"CF1"	"CF2"	"CF3"	"CL1"	"CL2"	"CL3"	"CL4"	"CM1"	"CO1"	"CO2"	"CO3"	"CR1"	"DF1"	"DF2"	"DF3"	"GB1"	"GB2"	"GB3"	"GB5"	"HF1"	"HF2"	"HI1"	"HI2"	"HI3"	"HI4"	"HJ1"	"HJ2"	"IE1"	"IE2"	"IT1"	"IT2"	"JT1"	"KP1"	"KP3"	"KP4"	"LQ1"	"LQ2"	"LQ3"	"MD2"	"MD3"	"MD4"	"MD5"	"MP1"	"MP2"	"MT1"	"MT2"	"PE1"	"PE2"	"PE3"	"PE4"	"PE5"	"PE6"	"PE7"	"RT1"	"RT2"	"SA1"	"SA2"	"SB1"	"SF1"	"SF2"	"SK1"	"SK2"	"SK3"	"SN1"	"SN3"	"SP1"	"SP2"	"SR1"	"SR2"	"SR3"	"SV1"	"SV2"	"TL1"	"TL2"	"AR1"	"AR2"	"TL3"	"VC1"	"VC2"
"16138"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00073909830007391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00107758620689655	0.00181159420289855	0	0.00267379679144385	0	0	0	0	0	0	0	0	0	0.00206398348813209	0	0.00158856235107228	0	0	0	0	0	0	0	0	0	0	0	0.0011441647597254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4044057"	0	0	0	0	0.00210970464135021	0	0.000975609756097561	0.0105509964830012	0	0	0	0	0	0	0	0	0	0.00089126559714795	0	0.00191938579654511	0	0	0	0	0.00623538581449727	0.00337552742616034	0	0.00136986301369863	0	0	0	0	0	0	0	0	0	0	0	0	0.0120192307692308	0	0	0	0	0	0	0.000984251968503937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00240384615384615	0.00665188470066519	0	0.000821018062397373	0.00419287211740042	0	0	0	0	0.00110864745011086	0	0	0	0	0	0.0117233294255569	0.0097799511002445	0	0	0	0	0	0	0
"546975"	0	0.00604490500863558	0	0	0	0	0	0	0	0.00229182582123759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00275735294117647	0.00515995872033024	0.00079428117553614	0	0.000863557858376511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"154604"	0	0.000863557858376511	0.00380228136882129	0.0066006600660066	0	0	0	0	0	0.00152788388082506	0	0.000999000999000999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00675105485232068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000852514919011083	0.00662251655629139	0	0	0.00275735294117647	0	0	0.00079428117553614	0.000863557858376511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0119760479041916	0	0.000971817298347911
"878663"	0	0	0	0	0.00105485232067511	0	0	0	0	0	0	0	0	0	0	0	0.000810372771474878	0	0	0	0.00187793427230047	0	0.00109769484083425	0	0	0.000843881856540084	0	0.00136986301369863	0	0	0.00165289256198347	0	0	0	0	0	0	0	0	0	0	0.00178890876565295	0	0.00538793103448276	0	0	0	0	0.00127388535031847	0	0	0	0	0.00103842159916926	0	0	0	0	0	0	0	0	0.00110497237569061	0.00114285714285714	0	0.00332594235033259	0.000808407437348424	0.00164203612479475	0	0	0	0	0	0	0	0	0.00226500566251416	0	0.00338983050847458	0	0	0	0	0	0	0	0	0
"208145"	0	0	0	0	0.00105485232067511	0	0	0	0.00123915737298637	0	0	0	0	0.00107296137339056	0	0	0.00162074554294976	0	0	0.00191938579654511	0.000938967136150235	0.00178412132024978	0.00439077936333699	0	0.000779423226812159	0	0	0	0	0	0	0	0.000999000999000999	0	0	0	0.000847457627118644	0	0	0	0	0.000894454382826476	0	0	0	0	0	0	0	0	0	0	0	0.00103842159916926	0	0	0	0	0	0	0	0.00403225806451613	0	0	0.00120192307692308	0	0.00161681487469685	0	0	0	0	0	0	0	0.00402010050251256	0	0.0101925254813137	0	0.00112994350282486	0	0.00244498777506112	0	0	0	0	0	0	0.000971817298347911
"235519"	0	0	0	0	0	0	0	0.00117233294255569	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000892060660124889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000983284169124877	0	0	0	0	0	0	0	0	0.000984251968503937	0	0	0	0.000852514919011083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00242522231204527	0	0	0	0	0	0.000918273645546373	0	0	0.00113507377979569	0	0	0.00225988700564972	0	0	0	0	0	0	0	0	0
"928766"	0	0	0	0	0	0	0.00195121951219512	0	0	0	0	0	0	0	0	0.000944287063267233	0	0	0	0	0	0	0	0	0.000779423226812159	0.00337552742616034	0	0.00273972602739726	0	0	0	0	0	0	0	0	0	0.00263620386643234	0	0	0	0.00178890876565295	0	0	0.00181159420289855	0	0	0	0	0	0	0	0	0.00103842159916926	0	0	0	0	0	0	0	0	0	0	0.00120192307692308	0	0.000808407437348424	0	0	0	0	0	0	0	0	0	0.00113250283125708	0	0.00225988700564972	0	0	0	0	0	0	0	0	0
"215477"	0	0	0	0	0	0	0	0	0.00123915737298637	0	0	0	0	0	0.00221729490022173	0	0.000810372771474878	0	0	0	0.000938967136150235	0	0.00109769484083425	0	0	0	0.000952380952380952	0	0	0	0	0.00106496272630458	0	0	0	0	0	0	0	0.000984251968503937	0	0	0.00355871886120996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00994475138121547	0	0	0	0.000808407437348424	0	0.0010482180293501	0	0	0	0	0	0.00100502512562814	0	0	0	0	0	0	0	0	0	0	0	0	0
"3230031"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00233826968043648	0.00168776371308017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00120192307692308	0	0	0	0	0	0	0.00393700787401575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00366300366300366	0	0	0	0	0	0	0	0	0	0
"4328501"	0	0	0.00836501901140684	0.0156765676567657	0.00105485232067511	0.00437956204379562	0	0	0	0	0	0	0.00536193029490617	0.00321888412017167	0.00221729490022173	0.000944287063267233	0	0.00267379679144385	0.0054249547920434	0	0	0.00624442462087422	0	0.000893655049151028	0	0	0	0	0.00733137829912024	0.00168776371308017	0	0	0.000999000999000999	0	0.000858369098712446	0.00648748841519926	0	0.00175746924428822	0.000983284169124877	0.00492125984251968	0	0	0	0	0	0	0	0	0	0	0	0.00767263427109974	0	0	0.00237154150197628	0	0	0	0	0.000863557858376511	0.000873362445414847	0	0	0	0.00480769230769231	0	0	0	0	0.00184162062615101	0.0011441647597254	0	0.00459136822773186	0	0	0	0	0	0	0	0	0	0	0	0	0.00427715996578272	0	0
"213892"	0	0	0	0	0.00632911392405063	0	0.000975609756097561	0	0.00247831474597274	0	0	0	0.00178731009830206	0	0.00073909830007391	0	0	0	0	0	0	0	0.00658616904500549	0	0	0.00337552742616034	0	0	0	0	0	0.00106496272630458	0	0	0	0.00092678405931418	0.00338983050847458	0.00263620386643234	0	0.00295275590551181	0	0	0.00118623962040332	0.00431034482758621	0	0	0	0	0	0	0	0	0	0.0103842159916926	0.000790513833992095	0	0	0	0	0	0	0.00100806451612903	0.00110497237569061	0.00114285714285714	0.00120192307692308	0.00110864745011086	0	0	0	0	0	0	0	0	0.00804020100502513	0	0.00113250283125708	0	0	0	0	0	0.00196656833824975	0.00108342361863489	0.000958772770853308	0	0	0
"4057605"	0	0	0	0.00247524752475248	0.00105485232067511	0	0	0	0	0	0	0	0	0.00107296137339056	0	0	0	0	0	0.00383877159309021	0	0	0	0	0	0	0	0	0	0	0	0.00212992545260916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000873362445414847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4295656"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00648298217179903	0	0	0	0.00187793427230047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00118623962040332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00220994475138122	0.00228571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1105204"	0	0	0.000760456273764259	0	0	0.00145985401459854	0	0	0	0	0.000979431929480901	0.003996003996004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000733137829912023	0.00168776371308017	0	0	0	0.00103626943005181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0039714058776807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00256629597946963	0	0
"271943"	0.000965250965250965	0	0	0	0	0	0	0	0.00123915737298637	0	0	0	0	0.00107296137339056	0	0.000944287063267233	0	0	0	0.000959692898272553	0.0028169014084507	0	0	0	0.00155884645362432	0.00168776371308017	0	0	0	0	0.00991735537190083	0	0	0	0	0.00185356811862836	0	0	0	0	0.00120192307692308	0	0	0.00107758620689655	0	0	0	0	0	0	0	0	0	0	0.000790513833992095	0	0	0	0	0	0	0	0	0	0.00240384615384615	0	0.00161681487469685	0.000821018062397373	0.00314465408805031	0	0	0	0	0.00221729490022173	0.00100502512562814	0	0.00113250283125708	0	0.00451977401129944	0.00351699882766706	0.00122249388753056	0	0	0	0.000958772770853308	0	0	0
"1906814"	0	0	0	0	0	0	0.000975609756097561	0	0.00123915737298637	0	0	0	0	0	0	0	0	0	0	0	0	0.00535236396074933	0	0	0	0	0	0	0	0	0	0.00106496272630458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00127388535031847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00120192307692308	0	0.000808407437348424	0	0	0	0.0034324942791762	0	0	0	0	0	0.00113250283125708	0	0.00112994350282486	0	0	0	0	0	0	0	0	0
"211581"	0	0	0	0	0	0	0	0.00117233294255569	0	0	0	0	0	0	0	0.0056657223796034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00103626943005181	0	0	0	0	0	0	0	0	0	0	0.00181159420289855	0	0.0035650623885918	0	0	0	0	0	0	0.00415368639667705	0.00237154150197628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"800127"	0	0	0	0.00247524752475248	0	0.00072992700729927	0	0	0	0	0	0	0.00178731009830206	0	0	0	0	0	0	0	0	0.00535236396074933	0	0.000893655049151028	0	0	0	0	0	0.000843881856540084	0	0	0	0	0	0.00092678405931418	0.00169491525423729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000735835172921266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"763545"	0.00772200772200772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021953896816685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00103842159916926	0	0	0	0	0	0	0	0.00806451612903226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000983284169124877	0.00325027085590466	0.00191754554170662	0	0	0
"1139658"	0	0	0.000760456273764259	0	0	0	0	0	0	0.000763941940412529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00120192307692308	0	0	0	0	0	0	0	0	0.00224215246636771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00665188470066519	0.000808407437348424	0.00328407224958949	0.00314465408805031	0	0	0	0	0	0	0	0	0.00366300366300366	0	0.00351699882766706	0	0	0	0	0	0	0	0
"731014"	0.000965250965250965	0	0	0	0	0	0	0	0	0	0	0	0.00357462019660411	0.00214592274678112	0	0.00188857412653447	0.000810372771474878	0	0	0	0	0	0.0021953896816685	0	0	0	0	0	0	0	0	0	0.002997002997003	0	0	0	0	0	0	0	0	0.000894454382826476	0	0.00107758620689655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00114285714285714	0	0	0	0.000821018062397373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1135547"	0	0	0	0	0.00316455696202532	0	0.000975609756097561	0.00117233294255569	0	0	0	0	0	0	0	0	0	0.00089126559714795	0.000904159132007233	0	0	0	0	0	0.00155884645362432	0.00253164556962025	0	0.00273972602739726	0	0	0	0	0	0	0	0.00092678405931418	0	0	0	0	0.00240384615384615	0	0	0	0	0	0	0.00492125984251968	0.00254777070063694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00240384615384615	0.00443458980044346	0.00404203718674212	0.00656814449917898	0	0	0	0	0	0.00221729490022173	0	0	0.00113250283125708	0.00244200244200244	0.00790960451977401	0.00468933177022274	0.00122249388753056	0	0	0	0	0	0.00272232304900181	0
"4350243"	0.000965250965250965	0	0.000760456273764259	0	0	0	0	0	0.00123915737298637	0	0	0	0	0	0	0	0	0	0.000904159132007233	0	0	0	0.00109769484083425	0	0	0	0	0	0	0	0	0.00106496272630458	0	0	0	0	0.000847457627118644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00207684319833853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022883295194508	0.00397614314115308	0	0.00221729490022173	0.00201005025125628	0	0	0	0	0	0	0	0	0	0	0	0	0
"144752"	0	0.000863557858376511	0	0	0.00105485232067511	0	0	0	0	0	0	0	0	0	0	0	0	0.00089126559714795	0.00904159132007233	0.000959692898272553	0	0	0	0	0.000779423226812159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000894454382826476	0	0	0	0	0	0	0	0	0	0	0	0	0.000790513833992095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00332594235033259	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00388726919339164
"4319263"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000959692898272553	0.00187793427230047	0	0	0	0.00155884645362432	0.00168776371308017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00841346153846154	0	0	0.00107758620689655	0	0	0	0.0078740157480315	0.00254777070063694	0	0.00902527075812274	0	0	0	0	0	0	0	0	0	0	0	0	0.00114285714285714	0.00120192307692308	0.00221729490022173	0	0.000821018062397373	0.0010482180293501	0	0	0	0	0	0	0	0	0	0	0.00234466588511137	0	0	0	0	0	0	0	0
"4477999"	0	0.000863557858376511	0	0	0	0	0	0	0.00123915737298637	0	0	0	0	0	0	0	0	0.00445632798573975	0	0	0	0	0	0	0	0	0	0	0.00146627565982405	0	0	0	0	0	0	0	0	0.000878734622144112	0.000983284169124877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00103842159916926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045766590389016	0	0.00275482093663912	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000907441016333938	0
"1108930"	0	0.000863557858376511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00586510263929619	0	0	0	0	0	0	0	0	0	0	0.00295275590551181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000863557858376511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00100502512562814	0	0	0	0	0	0	0	0	0	0	0	0	0.00194363459669582
"577397"	0	0	0	0	0.00105485232067511	0	0	0.00117233294255569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00337552742616034	0	0	0	0	0	0.00106496272630458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00120192307692308	0.00443458980044346	0	0	0.0010482180293501	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00196656833824975	0	0	0	0	0
"3432765"	0	0	0	0	0	0	0.000975609756097561	0	0.00123915737298637	0	0	0	0	0	0.00073909830007391	0.00188857412653447	0	0	0	0.00191938579654511	0	0	0	0	0.000779423226812159	0	0	0	0	0	0	0.00212992545260916	0.000999000999000999	0	0	0	0.000847457627118644	0	0.00589970501474926	0	0	0.0035778175313059	0	0.00754310344827586	0	0	0	0	0	0	0	0	0	0	0.00395256916996047	0	0	0	0	0	0	0	0	0	0.00120192307692308	0	0	0	0	0	0.0034324942791762	0	0	0	0.00100502512562814	0	0	0.00122100122100122	0.00112994350282486	0	0	0	0.00196656833824975	0.00108342361863489	0.000958772770853308	0	0.000907441016333938	0.00194363459669582
"1118719"	0	0	0	0	0	0	0.00195121951219512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000952380952380952	0	0	0	0	0	0	0	0	0	0	0.000878734622144112	0.00196656833824975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00120192307692308	0	0	0	0	0	0	0	0	0	0.0050251256281407	0	0.00226500566251416	0	0	0	0	0	0	0	0	0	0	0
"675804"	0.00482625482625483	0	0	0	0.00316455696202532	0	0	0.00117233294255569	0	0	0	0.000999000999000999	0	0.00214592274678112	0	0	0.00162074554294976	0	0	0	0.00187793427230047	0	0.00109769484083425	0	0.000779423226812159	0.000843881856540084	0	0	0	0	0	0.00106496272630458	0.00699300699300699	0	0	0	0	0.000878734622144112	0	0	0	0	0	0.00107758620689655	0	0	0	0	0	0	0	0	0	0.00623052959501558	0	0	0	0	0	0	0	0	0.00220994475138122	0.00342857142857143	0	0	0.00242522231204527	0.000821018062397373	0	0	0	0	0	0	0	0	0.00566251415628539	0	0	0	0	0	0	0	0	0	0	0.00194363459669582
"366977"	0.000965250965250965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00604838709677419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00433369447453954	0.00191754554170662	0	0	0
"3990161"	0	0	0.000760456273764259	0.00165016501650165	0	0.00510948905109489	0	0	0	0	0.000979431929480901	0	0.000893655049151028	0.00321888412017167	0.00073909830007391	0.0028328611898017	0	0.00267379679144385	0.000904159132007233	0	0	0.000892060660124889	0	0.00178731009830206	0	0	0	0	0.00146627565982405	0.00337552742616034	0	0	0	0	0	0	0	0.000878734622144112	0	0.00196850393700787	0	0	0	0	0	0	0	0	0	0	0	0.000852514919011083	0.00147167034584253	0	0.000790513833992095	0.000919117647058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00497017892644135	0.000918273645546373	0	0	0.00454029511918275	0	0	0	0	0	0	0	0	0	0.000855431993156544	0.000907441016333938	0
"4341561"	0	0.00604490500863558	0.020532319391635	0.0033003300330033	0	0.00072992700729927	0	0	0.00247831474597274	0.014514896867838	0.0107737512242899	0.013986013986014	0.00536193029490617	0	0.00221729490022173	0	0	0.00089126559714795	0.0054249547920434	0	0	0.000892060660124889	0	0.0178731009830206	0	0	0	0	0.0483870967741935	0.0286919831223629	0	0	0	0.00103626943005181	0.000858369098712446	0.00834105653382762	0.000847457627118644	0	0.000983284169124877	0	0	0	0	0	0	0	0	0	0	0	0	0.0230179028132992	0.036055923473142	0	0	0.0257352941176471	0.0340557275541796	0.00555996822875298	0.00238284352660842	0	0	0	0	0	0	0	0	0	0	0.00460405156537753	0	0	0.00734618916437098	0.00110864745011086	0	0.0204313280363224	0	0	0	0	0	0.000788022064617809	0	0	0	0.00513259195893926	0	0
"806568"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000952380952380952	0.00273972602739726	0	0	0	0	0	0	0	0	0	0	0	0	0.00480769230769231	0.000894454382826476	0	0	0	0	0	0	0.00254777070063694	0.00224215246636771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00360576923076923	0.00110864745011086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2020093"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00107296137339056	0	0.00188857412653447	0	0	0	0.000959692898272553	0	0	0	0	0	0.00168776371308017	0	0.00136986301369863	0	0	0.00165289256198347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00127388535031847	0	0.00541516245487365	0	0	0	0.000790513833992095	0	0	0	0	0	0	0.00100806451612903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00122249388753056	0	0	0	0	0	0	0
"3606781"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00120192307692308	0	0	0	0	0	0	0	0	0.00224215246636771	0.0153429602888087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00117233294255569	0	0	0	0	0	0	0	0
"166064"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00623885918003565	0	0	0	0	0.00109769484083425	0	0	0	0.000952380952380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00600961538461538	0	0	0.0021551724137931	0	0	0	0	0.00254777070063694	0	0	0	0	0	0.00553359683794466	0	0	0	0	0	0	0	0	0	0.00360576923076923	0	0	0	0	0	0	0.00198807157057654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000971817298347911
"752915"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00155884645362432	0.000843881856540084	0	0	0	0.00168776371308017	0	0	0	0	0	0	0	0.000878734622144112	0	0	0.00120192307692308	0	0.00118623962040332	0	0	0	0	0	0	0	0	0	0	0	0	0.000919117647058824	0	0	0	0	0	0	0.00110497237569061	0	0.00600961538461538	0	0.000808407437348424	0	0	0	0	0	0	0.00221729490022173	0	0	0.00113250283125708	0	0	0	0	0	0.00196656833824975	0	0	0	0.00181488203266788	0
"4323887"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00136986301369863	0	0	0.00330578512396694	0	0	0	0	0	0	0	0	0	0.00360576923076923	0	0	0	0	0	0	0.00295275590551181	0.00764331210191083	0.00448430493273543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00122100122100122	0	0.00234466588511137	0	0	0	0	0	0	0	0.000971817298347911
"870470"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000959692898272553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000858369098712446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00841346153846154	0	0	0	0	0	0	0	0.0128558310376492	0.00221729490022173	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4314198"	0.00868725868725869	0	0	0	0.00316455696202532	0	0	0	0.00247831474597274	0.000763941940412529	0	0	0	0.0107296137339056	0.00591278640059128	0.000944287063267233	0	0.0017825311942959	0	0.0287907869481766	0.00845070422535211	0	0	0	0	0	0	0.00136986301369863	0	0	0	0.0234291799787007	0.034965034965035	0	0	0	0.000847457627118644	0	0.000983284169124877	0	0	0.0116279069767442	0.00474495848161329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00220994475138122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00383509108341323	0	0.000907441016333938	0.00194363459669582
"1078982"	0	0	0	0	0.00105485232067511	0	0.000975609756097561	0.00468933177022274	0.00123915737298637	0	0	0	0	0	0	0	0.00405186385737439	0	0	0	0	0	0.00109769484083425	0	0.00155884645362432	0.000843881856540084	0.00380952380952381	0.00136986301369863	0	0	0	0	0	0	0	0	0	0	0.000983284169124877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00207684319833853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000983284169124877	0	0	0	0	0
"3348667"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000779423226812159	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000983284169124877	0	0.00240384615384615	0	0	0	0	0	0	0.000984251968503937	0	0	0.117328519855596	0.000852514919011083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"209422"	0	0	0	0	0	0	0	0.00234466588511137	0.00247831474597274	0	0	0	0	0	0	0	0	0.00089126559714795	0.00180831826401447	0.000959692898272553	0	0	0	0	0.00389711613406079	0	0	0	0	0	0	0	0	0	0	0	0.000847457627118644	0.00527240773286467	0	0	0	0.00536672629695885	0	0.00323275862068966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00100502512562814	0	0	0	0.00112994350282486	0	0	0	0	0	0	0	0.000907441016333938	0.00388726919339164
"112867"	0.000965250965250965	0	0	0	0	0	0.000975609756097561	0.00117233294255569	0	0	0	0	0	0	0	0.000944287063267233	0	0	0	0	0	0.000892060660124889	0.00109769484083425	0	0.00311769290724864	0	0	0	0	0	0	0	0.000999000999000999	0	0	0	0.00423728813559322	0.00263620386643234	0.00393313667649951	0.00295275590551181	0	0	0.00355871886120996	0.0021551724137931	0.00181159420289855	0	0	0	0	0	0	0	0	0.00207684319833853	0.00553359683794466	0	0	0	0	0	0	0.00100806451612903	0.00110497237569061	0	0	0	0	0	0	0	0.0022883295194508	0.00298210735586481	0	0	0	0	0	0	0	0	0	0	0.00589970501474926	0	0.00191754554170662	0	0.00181488203266788	0
"4367783"	0	0.0569948186528497	0.000760456273764259	0.0033003300330033	0	0.0197080291970803	0	0	0.00123915737298637	0.0336134453781513	0.0039177277179236	0.002997002997003	0.00178731009830206	0	0.00147819660014782	0	0	0.00089126559714795	0.00361663652802893	0	0	0	0	0.000893655049151028	0	0	0	0	0.00293255131964809	0.000843881856540084	0	0	0	0.00207253886010363	0.0523605150214592	0.0379981464318814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0315430520034101	0.0662251655629139	0	0	0	0	0	0.00079428117553614	0	0.00262008733624454	0	0	0	0.00120192307692308	0	0	0	0	0.0101289134438306	0	0.00198807157057654	0.000918273645546373	0	0	0.00454029511918275	0	0	0	0	0	0.0307328605200946	0	0	0	0.0256629597946963	0	0
"758877"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00127388535031847	0.00448430493273543	0.000902527075812274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00209643605870021	0	0	0	0	0	0	0	0	0	0.00112994350282486	0.00234466588511137	0	0	0	0	0	0	0	0
