"AR3"	"BB2"	"BF1"	"BF2"	"BP1"	"BZ1"	"CA1"	"CA2"	"CC1"	"CF1"	"CF2"	"CF3"	"CL1"	"CL2"	"CL3"	"CL4"	"CM1"	"CO1"	"CO2"	"CO3"	"CR1"	"DF1"	"DF2"	"DF3"	"GB1"	"GB2"	"GB3"	"GB5"	"HF1"	"HF2"	"HI1"	"HI2"	"HI3"	"HI4"	"HJ1"	"HJ2"	"IE1"	"IE2"	"IT1"	"IT2"	"JT1"	"KP1"	"KP3"	"KP4"	"LQ1"	"LQ2"	"LQ3"	"MD2"	"MD3"	"MD4"	"MD5"	"MP1"	"MP2"	"MT1"	"MT2"	"PE1"	"PE2"	"PE3"	"PE4"	"PE5"	"PE6"	"PE7"	"RT1"	"RT2"	"SA1"	"SA2"	"SB1"	"SF1"	"SF2"	"SK1"	"SK2"	"SK3"	"SN1"	"SN3"	"SP1"	"SP2"	"SR1"	"SR2"	"SR3"	"SV1"	"SV2"	"TL1"	"TL2"	"AR1"	"AR2"	"TL3"	"VC1"	"VC2"
"697997"	0	0	0	0	0.117088607594937	0	0.0282926829268293	0.0140679953106682	0.00123915737298637	0	0	0	0.00178731009830206	0	0	0	0.0113452188006483	0.0071301247771836	0.00994575045207957	0.00863723608445298	0.0112676056338028	0	0.00658616904500549	0	0.00857365549493375	0.0278481012658228	0.0647619047619048	0.00273972602739726	0.000733137829912023	0	0	0.00319488817891374	0.015984015984016	0	0	0.00092678405931418	0	0.00175746924428822	0	0	0	0.00178890876565295	0.00118623962040332	0.00107758620689655	0	0	0	0	0	0	0	0	0	0.0103842159916926	0.00237154150197628	0	0	0	0	0	0	0	0.00773480662983425	0.00342857142857143	0.00360576923076923	0.00110864745011086	0.00242522231204527	0.0155993431855501	0.00419287211740042	0	0.0205949656750572	0	0	0.00110864745011086	0.00402010050251256	0	0.00453001132502831	0.00366300366300366	0	0	0	0	0.0186823992133727	0	0	0	0.00362976406533575	0.00971817298347911
"4450676"	0.0231660231660232	0	0.00456273764258555	0	0	0	0	0	0	0	0	0	0.00178731009830206	0.00536480686695279	0.00147819660014782	0.0028328611898017	0.00405186385737439	0	0	0	0.000938967136150235	0.00267618198037467	0.0153677277716795	0.000893655049151028	0.00233826968043648	0	0	0	0	0	0	0	0.00699300699300699	0.00932642487046632	0	0.00834105653382762	0.0135593220338983	0.0105448154657293	0.00196656833824975	0.00688976377952756	0	0.0107334525939177	0	0.0021551724137931	0	0	0	0	0	0	0	0.0110826939471441	0.000735835172921266	0	0	0	0	0	0	0	0.00262008733624454	0.0171370967741935	0.00110497237569061	0	0	0	0	0	0	0	0	0.00099403578528827	0	0	0	0	0	0	0	0	0	0	0.00294985250737463	0.0216684723726977	0.012464046021093	0	0	0.00485908649173955
"4260136"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00147819660014782	0	0	0	0	0	0	0	0	0	0	0	0.000952380952380952	0	0	0	0	0.00106496272630458	0.000999000999000999	0	0	0	0	0	0	0	0	0.000894454382826476	0	0	0	0	0	0	0	0	0	0	0	0.00207684319833853	0	0	0	0	0	0	0	0.00100806451612903	0	0.00114285714285714	0	0	0	0	0	0	0	0	0	0	0.00100502512562814	0	0	0	0	0	0	0	0	0	0.000958772770853308	0	0	0
"165827"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00136986301369863	0	0	0	0	0	0	0	0	0	0	0	0	0.00120192307692308	0	0	0	0	0	0	0.00196850393700787	0	0.00672645739910314	0.00992779783393502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00838574423480084	0	0	0	0	0	0	0	0	0	0	0.00468933177022274	0.00244498777506112	0	0	0	0	0	0	0
"156986"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00543478260869565	0	0.0053475935828877	0	0	0	0	0	0	0	0	0.00367647058823529	0.00103199174406605	0.00079428117553614	0	0.000863557858376511	0.000873362445414847	0.00100806451612903	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00113507377979569	0	0	0	0	0	0	0.000983284169124877	0	0	0	0	0
"4315620"	0	0	0	0	0.00105485232067511	0	0.00195121951219512	0.00117233294255569	0.00247831474597274	0	0	0	0	0	0	0.000944287063267233	0	0	0	0	0	0	0	0	0	0.000843881856540084	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000984251968503937	0	0.000894454382826476	0	0	0	0	0	0	0	0	0	0	0	0	0.000790513833992095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00443458980044346	0	0	0	0	0.00112994350282486	0	0	0	0	0	0	0	0	0
"227239"	0	0	0.00152091254752852	0	0	0	0	0	0	0	0	0	0.00714924039320822	0	0.00221729490022173	0	0	0	0	0	0	0	0.0021953896816685	0.000893655049151028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000984251968503937	0	0	0	0	0	0	0.00089126559714795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000808407437348424	0	0	0	0.0011441647597254	0.00099403578528827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1909053"	0	0	0	0.000825082508250825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00802139037433155	0	0	0	0	0	0	0	0	0	0	0.00079428117553614	0	0.00172711571675302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"113576"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00377714825306893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00275735294117647	0.00309597523219814	0	0	0.00259067357512953	0	0	0	0	0	0	0	0	0	0.000920810313075506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"877952"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188857412653447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00103626943005181	0	0	0	0	0	0.000984251968503937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00474308300395257	0	0	0	0	0	0.00174672489082969	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00100502512562814	0	0	0	0	0	0	0.00157604412923562	0	0	0	0	0	0
"554377"	0	0	0	0	0	0	0.000975609756097561	0	0	0	0	0	0	0	0	0	0	0	0.00180831826401447	0	0	0	0	0	0.000779423226812159	0	0	0	0	0	0.00661157024793388	0	0	0	0	0	0	0	0	0	0	0	0	0.0021551724137931	0	0	0	0	0.00127388535031847	0	0	0	0	0	0.000790513833992095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000918273645546373	0.00665188470066519	0	0	0	0	0	0	0	0	0	0	0.000958772770853308	0	0	0
"203969"	0	0.000863557858376511	0.00304182509505703	0.00247524752475248	0	0	0	0	0	0.0152788388082506	0.0127326150832517	0.00899100899100899	0.00178731009830206	0	0.00147819660014782	0	0	0	0	0	0	0.00178412132024978	0	0	0	0	0	0	0.00146627565982405	0.00590717299578059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00147167034584253	0	0	0.00275735294117647	0.00206398348813209	0.00158856235107228	0.00555996822875298	0.000863557858376511	0	0	0	0	0	0	0	0	0	0	0	0.00695825049701789	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00171086398631309	0	0
"1072424"	0	0	0	0	0	0	0	0.00234466588511137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00961538461538462	0	0	0	0	0	0	0.00295275590551181	0.00127388535031847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00161681487469685	0.000821018062397373	0.0010482180293501	0	0	0	0	0.00443458980044346	0	0	0	0.00122100122100122	0	0.00586166471277843	0	0	0	0	0	0	0	0
"204462"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000904159132007233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000858369098712446	0.00370713623725672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011441647597254	0.00099403578528827	0.000918273645546373	0	0	0	0	0	0	0	0	0	0.00294985250737463	0	0	0	0.00181488203266788	0
"512727"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00107296137339056	0	0	0	0	0.00180831826401447	0	0	0.00178412132024978	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00092678405931418	0	0	0.000983284169124877	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00147167034584253	0	0.000790513833992095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000918273645546373	0	0.00100502512562814	0	0	0	0	0	0	0	0	0	0	0.000855431993156544	0.00181488203266788	0
"1136536"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028169014084507	0	0	0	0	0.00253164556962025	0.000952380952380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00120192307692308	0.0035778175313059	0	0.00431034482758621	0	0	0	0.00196850393700787	0	0	0.00180505415162455	0	0	0	0	0	0	0	0	0	0	0	0	0.00342857142857143	0	0.00110864745011086	0.00727566693613581	0	0.00209643605870021	0	0	0	0	0	0	0	0	0.00122100122100122	0	0.00117233294255569	0.00611246943765281	0	0	0	0	0	0	0.000971817298347911
"513055"	0	0	0	0	0	0	0.000975609756097561	0.00117233294255569	0	0	0	0	0	0.00107296137339056	0.00147819660014782	0	0	0	0	0	0	0	0.00109769484083425	0	0.000779423226812159	0	0	0	0	0	0	0	0	0	0	0	0	0.00263620386643234	0	0	0	0	0.00118623962040332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00110497237569061	0.00114285714285714	0	0	0.000808407437348424	0.000821018062397373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4389227"	0	0	0	0	0	0.00145985401459854	0	0	0.00495662949194548	0.000763941940412529	0	0	0	0	0	0	0.000810372771474878	0.00089126559714795	0	0	0	0.000892060660124889	0.0021953896816685	0	0	0	0	0	0	0	0	0.00106496272630458	0	0.00207253886010363	0.000858369098712446	0	0.00338983050847458	0.00351493848857645	0.000983284169124877	0.00885826771653543	0	0.000894454382826476	0	0.00107758620689655	0	0	0	0	0	0	0	0	0.00147167034584253	0.00519210799584631	0	0.00183823529411765	0.00103199174406605	0.00158856235107228	0	0	0	0.00100806451612903	0	0	0.00120192307692308	0	0	0	0	0	0	0.0119284294234592	0	0.00110864745011086	0	0	0	0	0	0	0	0.00788022064617809	0.00983284169124877	0.00541711809317443	0.000958772770853308	0	0	0.00583090379008746
"543472"	0	0	0	0.000825082508250825	0	0.00072992700729927	0	0	0	0.000763941940412529	0	0	0	0	0	0	0	0	0.000904159132007233	0	0	0	0	0.000893655049151028	0	0	0	0	0	0	0.00165289256198347	0	0	0	0	0.00092678405931418	0	0	0.000983284169124877	0.00196850393700787	0	0	0	0	0	0	0.00089126559714795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00332594235033259	0	0.00164203612479475	0	0	0	0.00099403578528827	0	0	0	0	0	0	0	0	0	0	0.000983284169124877	0	0	0	0	0
"575450"	0	0	0	0	0.00105485232067511	0.00072992700729927	0	0	0	0	0	0	0	0	0	0.000944287063267233	0	0.00089126559714795	0	0.000959692898272553	0	0	0	0	0	0	0	0	0.000733137829912023	0	0	0	0	0	0	0.00092678405931418	0	0.00175746924428822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000735835172921266	0	0.000790513833992095	0	0	0.00079428117553614	0	0	0	0	0	0	0	0	0	0	0	0.000920810313075506	0.0022883295194508	0.00099403578528827	0	0	0	0.00113507377979569	0	0	0	0	0	0	0	0	0	0	0	0.00194363459669582
"256121"	0.00193050193050193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188857412653447	0	0	0	0.00287907869481766	0	0	0	0	0	0	0	0	0	0	0.00330578512396694	0	0	0	0	0	0	0.00263620386643234	0.000983284169124877	0	0.00360576923076923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00600961538461538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00216684723726977	0	0	0	0
"2651333"	0	0	0	0.0033003300330033	0	0	0	0	0	0.000763941940412529	0	0	0.00268096514745308	0.00107296137339056	0.00147819660014782	0	0	0	0	0	0	0.00178412132024978	0	0.00983020554066131	0	0	0	0	0.000733137829912023	0	0	0.00106496272630458	0	0	0.00171673819742489	0	0	0	0	0	0	0	0	0	0.0036231884057971	0.00214362272240086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000873362445414847	0	0	0	0	0	0	0	0	0.00276243093922652	0	0	0	0.00110864745011086	0	0.00227014755959137	0	0	0	0	0	0	0	0	0	0	0	0
"156651"	0	0.000863557858376511	0	0	0	0.00218978102189781	0	0	0	0	0	0	0	0	0.00073909830007391	0	0	0	0	0	0	0	0	0.000893655049151028	0	0	0	0	0	0	0	0	0	0	0	0	0.000847457627118644	0	0.000983284169124877	0.00196850393700787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00100806451612903	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00113507377979569	0	0	0	0	0	0.00157604412923562	0	0	0	0	0	0
"216023"	0	0.000863557858376511	0	0	0	0.00291970802919708	0	0	0	0	0	0	0.000893655049151028	0	0.00073909830007391	0	0	0.0017825311942959	0.00180831826401447	0	0	0.000892060660124889	0	0	0	0	0	0	0.00146627565982405	0	0	0	0	0	0.00171673819742489	0.00092678405931418	0.000847457627118644	0.000878734622144112	0.000983284169124877	0.000984251968503937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00237154150197628	0.000919117647058824	0	0	0	0.000863557858376511	0	0	0	0	0	0	0	0	0	0.000920810313075506	0	0.00198807157057654	0.000918273645546373	0	0	0.00227014755959137	0	0	0	0	0	0	0	0	0	0.00171086398631309	0.000907441016333938	0.00194363459669582
"511572"	0	0	0	0	0	0	0	0.00117233294255569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00547945205479452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0118110236220472	0.0152866242038217	0.00224215246636771	0.0036101083032491	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00120192307692308	0.00665188470066519	0	0.00492610837438424	0.0167714884696017	0	0	0	0	0	0	0	0	0.00366300366300366	0	0.0269636576787808	0.0158924205378973	0	0	0	0	0	0	0
"217263"	0	0.00431778929188256	0.00380228136882129	0.000825082508250825	0	0.00510948905109489	0	0	0	0.00458365164247517	0.0019588638589618	0	0.00178731009830206	0	0	0	0	0	0	0	0	0	0	0.00268096514745308	0	0	0	0	0.000733137829912023	0	0	0	0	0	0.00515021459227468	0.00092678405931418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000852514919011083	0.0022075055187638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0034324942791762	0.00099403578528827	0	0	0	0.0170261066969353	0	0	0	0	0	0.0236406619385343	0.00196656833824975	0	0	0.00171086398631309	0	0
"803238"	0.0028957528957529	0	0	0	0.00210970464135021	0	0.000975609756097561	0	0	0	0	0	0	0.00107296137339056	0.00073909830007391	0.000944287063267233	0.0113452188006483	0	0	0.000959692898272553	0.00469483568075117	0	0	0	0	0.000843881856540084	0	0	0.000733137829912023	0	0	0	0	0	0	0	0	0	0.00196656833824975	0	0	0.0035778175313059	0.00948991696322657	0.00754310344827586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00331491712707182	0.00342857142857143	0	0	0	0.000821018062397373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00325027085590466	0	0	0	0
"155297"	0	0	0	0.000825082508250825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00107181136120043	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00431778929188256	0.00349344978165939	0.00201612903225806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"225788"	0	0.00518134715025907	0.000760456273764259	0	0	0.00145985401459854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00185356811862836	0.000847457627118644	0	0	0.00590551181102362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000919117647058824	0.00412796697626419	0	0	0	0	0.00201612903225806	0	0	0	0	0	0	0	0	0.0011441647597254	0	0	0	0	0	0	0	0	0	0	0	0	0.00108342361863489	0.000958772770853308	0	0	0
"156032"	0	0	0.00304182509505703	0.00907590759075908	0	0	0	0	0	0.00381970970206264	0	0.000999000999000999	0	0	0	0	0	0	0	0	0	0.00178412132024978	0	0.000893655049151028	0	0	0	0	0.00439882697947214	0	0	0	0	0.00207253886010363	0	0.00092678405931418	0	0	0	0	0	0	0	0	0	0.0203644158628081	0.0035650623885918	0	0	0	0	0.00937766410912191	0.00147167034584253	0	0	0.00735294117647059	0	0.00079428117553614	0.00079428117553614	0.000863557858376511	0.00349344978165939	0.00100806451612903	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0158910329171396	0	0	0	0	0	0.00788022064617809	0	0	0	0.00855431993156544	0	0
"4407397"	0	0.000863557858376511	0.00152091254752852	0.000825082508250825	0	0	0	0	0	0	0.000979431929480901	0	0	0	0	0	0	0	0	0	0.000938967136150235	0.00535236396074933	0.00109769484083425	0.00178731009830206	0	0	0.000952380952380952	0	0	0	0	0	0.000999000999000999	0	0.00171673819742489	0	0	0.000878734622144112	0	0	0	0.000894454382826476	0	0.00538793103448276	0.00543478260869565	0	0	0	0	0	0	0	0	0.00103842159916926	0	0	0	0	0	0	0	0.00100806451612903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000983284169124877	0	0	0	0	0
"296086"	0	0	0	0	0	0	0	0.00117233294255569	0	0	0	0	0	0	0	0	0	0.00089126559714795	0.000904159132007233	0	0	0	0	0	0	0	0.0019047619047619	0	0	0	0	0	0	0	0	0	0	0.00175746924428822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00110497237569061	0	0	0	0	0	0	0	0.0011441647597254	0	0	0	0.00301507537688442	0	0	0.00122100122100122	0	0	0	0	0	0	0	0	0.00181488203266788	0
"1584967"	0	0	0	0.00495049504950495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000984251968503937	0	0	0	0	0	0	0	0	0	0	0	0	0.000735835172921266	0	0.000790513833992095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00453720508166969	0
"984895"	0	0	0	0	0	0	0.000975609756097561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00467653936087295	0.000843881856540084	0.000952380952380952	0.00136986301369863	0	0	0.00165289256198347	0	0	0	0	0	0	0.00175746924428822	0	0.00295275590551181	0	0	0.00237247924080664	0.00107758620689655	0	0	0	0	0	0	0	0	0	0	0.000790513833992095	0	0	0	0	0	0	0	0	0	0	0	0.000808407437348424	0	0	0	0.0011441647597254	0	0	0.00997782705099778	0.00201005025125628	0	0	0.00122100122100122	0.00677966101694915	0	0	0	0	0	0.000958772770853308	0	0.000907441016333938	0.00194363459669582
"4321464"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000938967136150235	0	0	0	0	0.000843881856540084	0	0.00136986301369863	0	0	0	0	0.000999000999000999	0	0	0	0	0	0	0	0	0	0.00355871886120996	0	0	0	0	0	0.00127388535031847	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0165745856353591	0.00685714285714286	0	0.00110864745011086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4330963"	0	0	0	0	0	0.00072992700729927	0	0	0.00371747211895911	0	0	0	0.000893655049151028	0.00107296137339056	0.00147819660014782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000999000999000999	0	0	0	0	0.000878734622144112	0.00491642084562439	0	0	0.000894454382826476	0	0.00107758620689655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000808407437348424	0	0	0	0	0	0	0	0.00100502512562814	0	0	0	0	0	0	0	0.000983284169124877	0	0	0	0.00181488203266788	0.000971817298347911
