"GN01P"	"GN01P.o"	"GN02P"	"GN02P.o"	"GN03P"	"GN03P.o"	"GN04P"	"GN04P.o"	"GN05P"	"GN05P.o"	"GN06P"	"GN06P.o"	"GN07P"	"GN07P.o"	"GN08P"	"GN08P.o"	"GN09P"	"GN09P.o"
"4410802"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000922509225092251	0.000947867298578199	0	0
"4464720"	0.0375079465988557	0.0345245305875227	0.0170316301703163	0.0177777777777778	0.0376811594202899	0.0367816091954023	0.019203413940256	0.0327476038338658	0	0	0	0	0	0	0	0.0018957345971564	0	0
"2823832"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00202634245187437
"2724065"	0.000635727908455181	0.000605693519079346	0	0.000634920634920635	0	0.000766283524904215	0	0	0	0	0	0	0.00066711140760507	0	0	0	0	0
"4372784"	0	0	0	0	0	0	0.00142247510668563	0.00159744408945687	0	0	0	0	0	0	0	0	0	0
"4454780"	0	0	0.00912408759124088	0.00952380952380952	0.0253623188405797	0.0145593869731801	0.0113798008534851	0.00718849840255591	0.00534283170080142	0.00386847195357834	0.00673400673400673	0.00452898550724638	0.00867244829886591	0.00659340659340659	0.000922509225092251	0	0	0.00101317122593718
"4387271"	0.013986013986014	0.0121138703815869	0.00912408759124088	0.00888888888888889	0.0036231884057971	0.00229885057471264	0.00782361308677098	0.0103833865814696	0	0.00290135396518375	0.00168350168350168	0.0036231884057971	0	0	0	0	0	0
"4454030"	0.00127145581691036	0	0	0	0.00072463768115942	0	0	0.00159744408945687	0.000890471950133571	0	0	0	0	0.000732600732600733	0	0.000947867298578199	0	0
"159384"	0	0	0	0	0	0	0	0	0.00267141585040071	0.00290135396518375	0	0.000905797101449275	0	0	0.0018450184501845	0.0028436018957346	0.00201612903225806	0
"3037672"	0	0	0	0	0	0	0	0	0	0	0	0	0.00200133422281521	0	0	0.000947867298578199	0.00100806451612903	0.00101317122593718
"3180820"	0	0	0.000608272506082725	0	0	0	0.000711237553342817	0	0	0.000967117988394584	0.000841750841750842	0	0	0	0	0	0	0
"296379"	0.00127145581691036	0.00121138703815869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4396183"	0	0	0	0	0.00072463768115942	0	0	0.0023961661341853	0	0	0	0	0	0	0	0	0	0
"1544503"	0	0	0	0	0.00144927536231884	0	0	0	0.00178094390026714	0	0.00168350168350168	0	0	0	0	0	0	0
"4448860"	0	0	0.00121654501216545	0	0	0	0	0	0	0.000967117988394584	0	0	0.00066711140760507	0	0.00645756457564576	0.00568720379146919	0.00604838709677419	0.00303951367781155
"3722999"	0	0	0.000608272506082725	0.000634920634920635	0	0.000766283524904215	0	0	0	0	0	0	0	0	0	0	0	0
"3774731"	0.00127145581691036	0.000605693519079346	0.000608272506082725	0.000634920634920635	0	0	0.00142247510668563	0	0	0	0	0	0	0	0	0	0	0
"4437677"	0	0	0.000608272506082725	0.00126984126984127	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4364586"	0.00127145581691036	0.000605693519079346	0.0024330900243309	0	0	0	0	0.000798722044728434	0.006233303650935	0.00386847195357834	0.00168350168350168	0.00181159420289855	0	0.00146520146520147	0	0	0	0
"3869470"	0	0	0	0	0	0	0	0	0	0	0.00168350168350168	0.000905797101449275	0	0	0	0	0	0
"4441273"	0	0	0	0	0	0	0	0	0	0.000967117988394584	0.00168350168350168	0	0	0	0	0	0	0
"4364960"	0	0	0	0	0	0	0.000711237553342817	0	0.00178094390026714	0	0.000841750841750842	0.000905797101449275	0	0	0	0	0	0
"2797090"	0	0	0.000608272506082725	0.000634920634920635	0.00072463768115942	0	0	0	0	0	0	0	0	0	0	0	0	0
"1519447"	0.000635727908455181	0	0.00121654501216545	0.00126984126984127	0.00072463768115942	0.000766283524904215	0.00213371266002845	0.00159744408945687	0	0	0	0	0	0	0	0	0	0
"2080449"	0	0	0.00121654501216545	0.00126984126984127	0.00072463768115942	0	0	0	0	0.000967117988394584	0	0	0	0	0	0	0	0
"1951956"	0.00317863954227591	0.000605693519079346	0.00121654501216545	0.00126984126984127	0	0	0.00924608819345661	0.00399361022364217	0.000890471950133571	0.000967117988394584	0	0.00271739130434783	0	0	0	0	0	0
"1837503"	0	0	0	0.0019047619047619	0.00144927536231884	0.00153256704980843	0	0.00159744408945687	0	0	0	0	0	0	0	0	0	0
"4428182"	0	0.00242277407631738	0.048661800486618	0.0520634920634921	0.0615942028985507	0.0743295019157088	0.0746799431009957	0.0742811501597444	0.0409617097061443	0.0319148936170213	0.0353535353535354	0.0335144927536232	0.0226817878585724	0.019047619047619	0	0	0	0
"2571250"	0	0	0	0	0	0	0	0	0.00178094390026714	0	0.000841750841750842	0.000905797101449275	0	0	0	0	0	0
"159360"	0	0	0	0	0	0	0.000711237553342817	0.000798722044728434	0.000890471950133571	0.000967117988394584	0	0	0.00066711140760507	0	0	0	0.00100806451612903	0
"4475322"	0	0	0	0	0	0	0	0	0.000890471950133571	0.00193423597678917	0.000841750841750842	0	0.00200133422281521	0.000732600732600733	0.000922509225092251	0.0018957345971564	0	0
"4460944"	0	0	0	0	0	0	0	0	0	0.000967117988394584	0.000841750841750842	0	0.00066711140760507	0.00146520146520147	0.00461254612546125	0.000947867298578199	0	0.00405268490374873
"4140869"	0	0	0	0	0	0.00153256704980843	0.000711237553342817	0	0	0	0	0	0	0	0	0	0	0
"3597094"	0	0.00121138703815869	0	0.00126984126984127	0.00072463768115942	0	0	0	0	0	0	0	0	0	0	0	0	0
"2044027"	0	0	0	0	0	0.000766283524904215	0.000711237553342817	0	0.000890471950133571	0	0	0.000905797101449275	0	0.000732600732600733	0.000922509225092251	0.0028436018957346	0.00100806451612903	0.00202634245187437
"4423696"	0	0	0.000608272506082725	0.000634920634920635	0.00144927536231884	0	0	0	0.000890471950133571	0.000967117988394584	0	0	0.00133422281521014	0.00293040293040293	0.0018450184501845	0.000947867298578199	0	0
"4374122"	0.000635727908455181	0	0.00121654501216545	0	0	0.00153256704980843	0	0	0	0	0	0	0	0	0	0	0	0
"4403951"	0	0	0	0.000634920634920635	0.0036231884057971	0.00229885057471264	0.00142247510668563	0.00159744408945687	0.00534283170080142	0	0.00336700336700337	0.00452898550724638	0.00266844563042028	0.00293040293040293	0	0	0	0
"4460895"	0.00508582326764145	0.00605693519079346	0.00547445255474453	0.00444444444444444	0.00869565217391304	0.00919540229885057	0.00213371266002845	0	0.000890471950133571	0.00386847195357834	0.00505050505050505	0	0.00066711140760507	0.00146520146520147	0	0	0	0
"3394011"	0	0	0	0	0	0	0.000711237553342817	0.000798722044728434	0.00267141585040071	0.000967117988394584	0.00168350168350168	0.00181159420289855	0.00066711140760507	0.00146520146520147	0	0	0	0
"4061593"	0.000635727908455181	0.00423985463355542	0.0024330900243309	0	0.00217391304347826	0.000766283524904215	0	0	0	0	0	0	0	0	0	0	0	0
"4411082"	0.048951048951049	0.0454270139309509	0.0316301703163017	0.0374603174603175	0.0239130434782609	0.0176245210727969	0.00355618776671408	0.00319488817891374	0.00356188780053428	0.00290135396518375	0.00336700336700337	0.0072463768115942	0.00200133422281521	0.0021978021978022	0	0	0	0
"4447431"	0.000635727908455181	0	0.00121654501216545	0.0019047619047619	0	0.00153256704980843	0	0	0	0	0	0	0	0	0	0	0	0
"3007335"	0.000635727908455181	0.00242277407631738	0	0.0019047619047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4325391"	0	0	0.00121654501216545	0	0.00144927536231884	0	0.00142247510668563	0.000798722044728434	0	0	0	0	0	0	0	0	0	0
"4340928"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018957345971564	0	0
"4304337"	0	0	0	0	0	0.000766283524904215	0.000711237553342817	0	0	0	0	0	0	0	0	0	0	0.00101317122593718
"4369084"	0	0	0	0	0	0	0	0	0	0	0	0.000905797101449275	0	0	0.000922509225092251	0.000947867298578199	0	0.00101317122593718
"2990720"	0	0	0	0	0	0	0	0	0	0	0.000841750841750842	0	0	0	0.000922509225092251	0	0.00100806451612903	0.00101317122593718
"4000475"	0	0	0	0	0	0	0	0.000798722044728434	0	0.000967117988394584	0.00168350168350168	0.000905797101449275	0.0066711140760507	0.0021978021978022	0.0018450184501845	0.004739336492891	0.00100806451612903	0.00202634245187437
"3593081"	0.00254291163382072	0	0	0	0	0.000766283524904215	0	0	0	0	0	0	0	0	0.000922509225092251	0	0	0
"4412514"	0	0	0	0	0.00072463768115942	0	0.00284495021337127	0.00159744408945687	0.006233303650935	0	0	0.00452898550724638	0.00333555703802535	0.00732600732600733	0.000922509225092251	0.000947867298578199	0	0
"237518"	0	0	0	0	0.00144927536231884	0.00153256704980843	0.0042674253200569	0.0023961661341853	0.00801424755120214	0.00870406189555126	0.00757575757575758	0.00996376811594203	0.00266844563042028	0.00293040293040293	0.00461254612546125	0.0028436018957346	0.00201612903225806	0.00303951367781155
"3584396"	0.00572155117609663	0.00726832222895215	0.0048661800486618	0.0019047619047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3744356"	0.00381436745073109	0.00302846759539673	0.0097323600973236	0.00761904761904762	0.00579710144927536	0.00459770114942529	0	0.000798722044728434	0	0	0	0	0.00066711140760507	0	0.000922509225092251	0.0018957345971564	0	0
"4390260"	0	0	0	0	0.00434782608695652	0.00383141762452107	0.00355618776671408	0.00159744408945687	0	0.000967117988394584	0.00505050505050505	0.0036231884057971	0.00266844563042028	0.00146520146520147	0	0	0	0
"4466624"	0	0	0.000608272506082725	0.00126984126984127	0.00289855072463768	0.000766283524904215	0	0	0	0	0	0	0	0	0	0	0	0
"3846383"	0.000635727908455181	0	0.000608272506082725	0	0	0	0	0	0	0	0	0	0	0	0.000922509225092251	0	0	0
"4480469"	0	0	0	0	0	0.000766283524904215	0	0.000798722044728434	0	0	0	0.00181159420289855	0	0	0	0	0	0
"4011339"	0	0	0	0	0.00072463768115942	0	0	0	0	0	0.00168350168350168	0.00181159420289855	0.00133422281521014	0	0.0018450184501845	0.0018957345971564	0.00100806451612903	0
"2510497"	0	0	0	0	0.00072463768115942	0	0	0	0	0	0.00168350168350168	0	0.00400266844563042	0.000732600732600733	0.000922509225092251	0.000947867298578199	0.00100806451612903	0.00202634245187437
"4369662"	0.00254291163382072	0.00605693519079346	0.00121654501216545	0.000634920634920635	0.00217391304347826	0.00153256704980843	0	0.000798722044728434	0	0	0	0	0.00266844563042028	0	0.0018450184501845	0	0	0
"1911094"	0	0	0	0	0	0	0	0.000798722044728434	0	0	0	0	0.00133422281521014	0.0021978021978022	0	0	0	0
"1840264"	0.000635727908455181	0.00242277407631738	0	0.00126984126984127	0.00289855072463768	0.0053639846743295	0.00284495021337127	0.0023961661341853	0	0	0	0	0	0	0	0	0	0
"2907836"	0.000635727908455181	0	0.00364963503649635	0.00761904761904762	0.00652173913043478	0.00306513409961686	0.00497866287339972	0.0023961661341853	0	0	0.000841750841750842	0	0	0	0	0	0	0
"4041669"	0	0	0	0	0	0.000766283524904215	0	0	0	0	0	0	0	0	0.000922509225092251	0.000947867298578199	0	0.00101317122593718
"3419754"	0	0	0.000608272506082725	0	0.00072463768115942	0	0	0	0	0	0.000841750841750842	0.000905797101449275	0.0066711140760507	0.00366300366300366	0.000922509225092251	0	0	0
"4380056"	0.00381436745073109	0.00121138703815869	0.00304136253041363	0.00317460317460317	0.00144927536231884	0.00153256704980843	0.00213371266002845	0.00159744408945687	0	0	0	0	0	0	0	0	0	0
"3362504"	0.000635727908455181	0	0	0.000634920634920635	0.00072463768115942	0	0	0	0	0	0	0	0	0	0	0	0	0
"249265"	0	0	0.00121654501216545	0.000634920634920635	0.00652173913043478	0.00689655172413793	0.00640113798008535	0.00159744408945687	0.006233303650935	0	0.00252525252525253	0.00452898550724638	0.00266844563042028	0.000732600732600733	0.0018450184501845	0.000947867298578199	0.00100806451612903	0
"3015026"	0	0	0	0	0	0	0	0.000798722044728434	0	0.000967117988394584	0	0.000905797101449275	0	0	0	0	0	0
"1557336"	0.000635727908455181	0.00181708055723804	0	0.000634920634920635	0	0	0	0	0	0	0	0	0	0	0.000922509225092251	0	0	0
"4376433"	0	0	0	0	0	0	0	0	0	0	0	0.000905797101449275	0	0	0.000922509225092251	0	0	0
"3725987"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00201612903225806	0
"4173596"	0	0	0	0	0.00072463768115942	0.000766283524904215	0	0.00159744408945687	0	0	0	0	0	0	0	0	0	0
"4023879"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021978021978022	0	0	0	0
"4405258"	0	0	0.000608272506082725	0	0.00072463768115942	0	0	0.000798722044728434	0	0	0	0	0	0	0	0	0	0
"2023761"	0	0	0	0	0	0	0	0	0	0	0.00252525252525253	0	0	0	0	0	0.00201612903225806	0
"245245"	0	0	0	0	0	0	0	0	0	0	0	0	0.00066711140760507	0	0.00276752767527675	0.000947867298578199	0.0030241935483871	0
"2725873"	0.00381436745073109	0.000605693519079346	0.00304136253041363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4409691"	0	0.000605693519079346	0.00669099756690998	0.00571428571428571	0.00652173913043478	0.00766283524904215	0	0	0	0	0	0	0	0	0	0	0	0
"1811415"	0	0	0	0	0	0	0	0	0.00178094390026714	0.000967117988394584	0.000841750841750842	0.00181159420289855	0.00133422281521014	0	0.000922509225092251	0.0037914691943128	0	0.00101317122593718
"4381121"	0.00953591862682772	0.00302846759539673	0.0072992700729927	0.0146031746031746	0.00217391304347826	0.010727969348659	0.0042674253200569	0.00638977635782748	0.00534283170080142	0.00773694390715667	0.00336700336700337	0.000905797101449275	0.0153435623749166	0.0139194139194139	0.0138376383763838	0.0161137440758294	0.00806451612903226	0.0121580547112462
"255827"	0	0	0.000608272506082725	0	0	0	0.000711237553342817	0.00159744408945687	0	0.00193423597678917	0	0	0	0.00293040293040293	0	0.000947867298578199	0.00100806451612903	0
"2109570"	0	0	0	0	0.00072463768115942	0.00229885057471264	0	0	0	0	0	0	0	0	0	0	0	0
"4342361"	0	0	0	0	0	0.000766283524904215	0.00142247510668563	0	0	0	0.00168350168350168	0.000905797101449275	0.00066711140760507	0.000732600732600733	0	0.000947867298578199	0	0
"4364593"	0.00127145581691036	0	0.000608272506082725	0	0	0	0	0	0	0.00193423597678917	0	0	0	0.000732600732600733	0	0	0	0
"3815513"	0	0	0	0	0	0.000766283524904215	0	0	0	0	0	0.000905797101449275	0.00133422281521014	0.000732600732600733	0.000922509225092251	0.0018957345971564	0.0030241935483871	0
"4441040"	0	0	0	0	0	0	0	0	0.00267141585040071	0.00193423597678917	0	0	0	0	0.000922509225092251	0.000947867298578199	0.00100806451612903	0
"1623433"	0	0	0	0	0	0	0.000711237553342817	0.00159744408945687	0	0.000967117988394584	0	0	0	0	0	0	0	0
"4399503"	0.000635727908455181	0.000605693519079346	0	0.0019047619047619	0	0.00229885057471264	0	0	0	0	0	0	0.00333555703802535	0	0	0	0	0
"2477328"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000922509225092251	0.000947867298578199	0	0.00101317122593718
"4439203"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000947867298578199	0.00806451612903226	0.00709219858156028
"149262"	0	0	0	0	0	0	0	0	0.00178094390026714	0.00193423597678917	0	0	0	0	0	0	0.00100806451612903	0.00101317122593718
"3831498"	0	0	0	0	0	0	0	0	0	0	0	0.00271739130434783	0	0	0	0	0	0
"4375640"	0	0	0	0	0	0	0	0	0.00267141585040071	0	0.00168350168350168	0.00181159420289855	0.00266844563042028	0.0021978021978022	0	0	0.00100806451612903	0.00202634245187437
"227491"	0.00953591862682772	0.0109024833434282	0.0097323600973236	0.00825396825396825	0.00217391304347826	0.00153256704980843	0.000711237553342817	0.00479233226837061	0	0	0.000841750841750842	0.000905797101449275	0.00066711140760507	0.00293040293040293	0	0	0	0.00303951367781155
"3220985"	0	0	0	0	0	0	0	0	0	0.00193423597678917	0	0	0	0.000732600732600733	0	0	0	0
"4346661"	0.000635727908455181	0.000605693519079346	0	0.00126984126984127	0	0	0	0	0.000890471950133571	0	0	0	0	0	0	0.000947867298578199	0	0.00101317122593718
"4390693"	0	0	0	0	0	0	0.00142247510668563	0.0023961661341853	0	0	0	0	0	0	0	0	0	0
"4340844"	0	0	0	0	0.00072463768115942	0.000766283524904215	0	0	0.00178094390026714	0.00386847195357834	0.00168350168350168	0	0.00266844563042028	0.00366300366300366	0.0166051660516605	0.0123222748815166	0.0110887096774194	0.0060790273556231
"139228"	0	0	0	0	0	0	0	0	0.00267141585040071	0.000967117988394584	0	0.000905797101449275	0.00066711140760507	0.000732600732600733	0.0018450184501845	0.0037914691943128	0.00201612903225806	0.00101317122593718
"3173931"	0	0	0	0	0	0	0	0	0	0	0	0	0.00066711140760507	0.000732600732600733	0.0018450184501845	0	0	0
"4362685"	0	0.000605693519079346	0.000608272506082725	0	0.00072463768115942	0	0	0	0	0	0	0	0	0	0	0	0	0
"4467386"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000732600732600733	0	0	0.00504032258064516	0.00101317122593718
"1774931"	0	0	0	0	0	0	0	0	0	0	0	0	0.00200133422281521	0	0.000922509225092251	0.000947867298578199	0	0.00101317122593718
"3675508"	0	0	0.00182481751824818	0.00126984126984127	0	0.000766283524904215	0	0	0	0	0	0	0	0	0	0	0	0
"3285317"	0.000635727908455181	0.000605693519079346	0.000608272506082725	0	0	0.00153256704980843	0	0.000798722044728434	0	0	0	0	0	0	0	0	0	0
"4137084"	0.00190718372536554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4414970"	0	0	0	0.000634920634920635	0.00144927536231884	0	0	0	0	0	0	0.000905797101449275	0	0.000732600732600733	0	0	0	0.00101317122593718
"4447730"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000922509225092251	0.000947867298578199	0	0
"4364660"	0.0190718372536554	0.0115081768625076	0.00547445255474453	0.00571428571428571	0.00144927536231884	0.00153256704980843	0	0	0.000890471950133571	0	0	0	0	0	0	0	0	0
"656765"	0.00508582326764145	0.000605693519079346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1858029"	0	0	0	0	0	0	0	0	0	0.000967117988394584	0	0	0	0	0.00276752767527675	0.0028436018957346	0.00100806451612903	0.00101317122593718
"3917574"	0.00127145581691036	0.000605693519079346	0.00121654501216545	0	0.00072463768115942	0	0	0	0	0	0	0.000905797101449275	0.00200133422281521	0.00146520146520147	0	0	0.00100806451612903	0.00101317122593718
"1893427"	0	0	0	0	0	0	0	0	0.000890471950133571	0	0	0	0	0	0	0	0	0.00101317122593718
"4244500"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018450184501845	0	0.00100806451612903	0.00101317122593718
"4314734"	0	0.00121138703815869	0.00547445255474453	0.000634920634920635	0.00144927536231884	0.00383141762452107	0.00213371266002845	0.00399361022364217	0.00267141585040071	0.00386847195357834	0.000841750841750842	0.000905797101449275	0.00133422281521014	0.000732600732600733	0	0	0	0
"237297"	0	0	0	0	0	0.000766283524904215	0.000711237553342817	0.00159744408945687	0.006233303650935	0.000967117988394584	0.00252525252525253	0.000905797101449275	0.00066711140760507	0.00293040293040293	0.000922509225092251	0	0.00201612903225806	0.00101317122593718
"3797322"	0.00445009535918627	0.00242277407631738	0.00304136253041363	0.00571428571428571	0.00434782608695652	0.000766283524904215	0.000711237553342817	0.00399361022364217	0	0	0.000841750841750842	0.00181159420289855	0	0	0	0	0	0
"2735495"	0	0	0	0	0.00144927536231884	0.00153256704980843	0.000711237553342817	0	0	0	0.00168350168350168	0.000905797101449275	0.00133422281521014	0	0.00276752767527675	0.0018957345971564	0	0
"4434377"	0.00572155117609663	0.00302846759539673	0.000608272506082725	0.000634920634920635	0	0	0	0	0	0	0	0	0	0	0	0	0	0
