"GN01P"	"GN01P.o"	"GN02P"	"GN02P.o"	"GN03P"	"GN03P.o"	"GN04P"	"GN04P.o"	"GN05P"	"GN05P.o"	"GN06P"	"GN06P.o"	"GN07P"	"GN07P.o"	"GN08P"	"GN08P.o"	"GN09P"	"GN09P.o"
"4463888"	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0
"4475608"	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"244972"	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
"2247631"	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
"3207636"	0	1	1	1	1	1	4	9	1	0	0	2	1	1	1	0	1	2
"3134429"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"159471"	0	0	0	1	0	0	1	3	0	0	0	0	0	1	1	0	0	0
"956902"	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4465830"	0	0	0	1	1	2	5	11	0	0	1	2	3	0	0	0	1	1
"3640197"	0	0	1	0	1	0	1	0	7	9	9	10	37	26	35	33	28	26
"2343588"	0	0	0	0	0	0	0	1	0	0	0	0	2	1	5	3	3	2
"4341271"	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0
"3166411"	0	0	0	0	0	0	2	0	1	2	5	1	2	0	2	0	0	0
"4404053"	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2294756"	0	0	0	0	0	0	0	0	0	0	2	1	1	2	0	0	0	0
"2294754"	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
"2776987"	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4206362"	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0
"2123372"	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
"4384856"	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2123377"	6	9	4	8	2	0	5	6	0	0	8	2	0	0	0	0	0	0
"520995"	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
"10926"	0	1	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0
"4339109"	0	0	0	0	0	0	3	2	0	0	0	0	0	1	0	0	0	0
"4452179"	7	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4338509"	0	0	0	0	0	0	1	1	0	1	0	0	1	2	5	4	5	7
"4456716"	2	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0
"1703455"	7	8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"254307"	0	0	1	1	1	0	0	0	1	0	0	0	2	2	0	0	0	0
"248667"	0	0	0	0	1	0	3	2	4	2	0	2	0	0	0	0	0	0
"3388641"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1
"3964506"	3	1	1	2	3	5	3	0	0	0	0	0	0	0	0	0	0	0
"3145591"	0	0	0	0	1	0	1	3	0	0	0	0	0	1	0	0	0	0
"236297"	0	0	0	0	0	0	1	1	1	5	1	3	1	3	0	2	1	1
"1615951"	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0
"2423425"	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3781583"	0	0	0	0	1	4	4	6	0	1	0	0	0	1	0	1	0	0
"4197254"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0
"4455599"	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"235527"	7	6	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3607630"	0	0	9	5	9	5	3	0	4	6	3	4	10	5	6	8	4	9
"4347440"	1	0	2	1	3	2	1	0	0	0	2	2	1	0	0	0	0	0
"4431633"	3	2	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0
"4370274"	0	0	2	4	1	1	5	4	4	1	4	2	5	8	5	3	1	1
"4384144"	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"4395156"	0	0	10	3	0	2	1	0	1	0	0	0	0	0	0	0	0	0
"1671385"	0	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	0
"4344021"	0	0	0	0	0	0	0	2	6	2	3	5	8	11	4	10	7	23
"2385328"	5	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"3372350"	0	0	0	0	0	0	0	0	2	1	0	1	1	2	0	1	0	0
"3246087"	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0
"2144341"	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4333754"	3	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"822950"	0	0	0	0	0	0	0	0	0	2	0	2	2	0	2	6	1	0
"4428450"	9	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"138829"	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2640151"	0	0	0	2	6	9	5	0	6	3	3	4	6	2	0	0	0	3
"4461259"	0	0	0	0	1	2	13	8	25	19	46	30	43	36	24	33	13	8
"2656497"	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
"3326574"	0	2	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0
"4321084"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
"4394968"	5	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4432422"	3	3	0	1	0	0	5	3	0	3	1	1	2	0	0	0	0	0
"3362938"	8	11	7	7	4	1	10	7	0	0	0	0	0	0	0	0	0	0
"243900"	0	0	0	0	0	0	0	2	1	1	1	0	1	5	2	2	1	0
"4428294"	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
"4109584"	1	5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"3370270"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	2
"3599704"	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
"4432558"	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"4445537"	0	0	0	0	2	2	27	20	5	5	16	9	5	2	1	0	0	0
"1541224"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1
"159272"	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	0
"2725869"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2473875"	1	0	1	1	0	0	4	6	1	1	0	0	1	0	0	0	0	0
"3195928"	0	0	0	0	1	0	0	0	0	0	1	0	7	8	10	4	3	2
"1936017"	1	0	0	0	1	0	0	0	0	0	0	0	2	1	0	2	1	4
"3433536"	6	4	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0
"4327250"	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"4327251"	1	2	13	6	6	3	0	0	0	0	0	0	0	0	0	0	0	0
"2587200"	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
"4375560"	1	2	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
"4375563"	11	17	9	6	14	3	0	0	0	0	0	0	0	1	0	0	0	0
"2484891"	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
"4383718"	0	1	4	4	12	9	8	8	3	1	6	2	5	3	2	1	0	2
"4423272"	242	236	121	121	10	4	12	6	1	2	5	4	5	2	0	0	0	1
"2681245"	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	2	7
"2314714"	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0
"1837475"	0	0	1	1	0	0	5	2	3	5	2	2	5	4	1	0	0	1
"4460676"	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"159294"	0	0	2	0	0	2	0	1	0	0	3	1	2	4	1	0	0	0
"4342648"	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0
"4393040"	0	0	0	0	0	0	2	0	0	2	1	0	8	9	6	5	7	6
"3435412"	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"3740756"	12	10	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"4225525"	0	0	0	0	0	0	0	1	0	0	2	2	1	0	0	0	0	0
"3412052"	0	0	0	0	0	0	0	1	4	2	1	0	0	1	4	5	0	0
"4441892"	0	0	2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"4384441"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	4
"4322061"	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"3918930"	0	0	0	0	0	0	0	0	1	0	0	0	6	6	78	85	7	13
"4395303"	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
"4394785"	0	0	0	0	3	2	6	7	5	4	2	4	0	0	0	0	0	0
"2808306"	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
"4362386"	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
"4423721"	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0
"252805"	1	0	3	5	1	6	0	0	0	0	0	0	0	0	0	0	0	0
"4345545"	0	0	0	0	0	0	0	1	0	0	0	0	1	0	4	0	0	0
"4425432"	0	0	0	0	1	0	0	1	2	0	0	2	1	1	1	3	0	1
"2408281"	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4415494"	0	0	0	0	0	0	1	0	1	1	0	0	0	3	0	0	0	0
"4415327"	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
"2897416"	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0
"246077"	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	2	0	1
"2107282"	0	0	0	3	0	0	2	2	0	1	8	6	5	9	12	9	46	52
"2471809"	2	1	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3872281"	1	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4321166"	2	3	3	3	4	1	8	7	0	2	1	2	0	0	0	0	0	0
"2507409"	1	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0
"4363543"	7	4	1	4	4	0	2	2	0	0	0	0	0	0	0	0	0	0
"2494504"	0	0	0	0	1	0	0	0	4	5	2	4	2	1	0	2	0	0
"4029144"	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0
"4367447"	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	2	0	0
"3705248"	0	0	3	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0
"4447872"	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
"2649437"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0
"4356528"	0	0	0	0	2	1	3	1	0	0	0	0	1	0	0	0	1	0
"318576"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
"4369623"	0	0	0	0	5	3	4	4	4	14	6	4	4	3	2	2	1	0
"3202444"	0	0	4	3	1	1	2	2	0	0	0	0	0	0	0	0	0	0
"2331871"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
"2259936"	0	2	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
"3756851"	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0
"4360237"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"4350849"	0	0	6	0	16	13	0	0	2	1	2	5	4	2	0	0	0	0
"4393217"	17	36	5	8	0	3	0	0	0	0	0	0	0	1	0	0	0	0
"3900421"	8	13	15	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4479369"	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	2
"4449448"	0	0	2	0	2	3	3	3	2	2	2	1	2	0	0	0	1	0
"4421398"	0	0	1	1	0	1	11	7	15	25	13	39	11	15	13	9	3	5
"3468275"	4	6	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"4385594"	9	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4353367"	1	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4437649"	7	4	5	6	1	1	4	6	0	0	1	0	0	0	0	0	0	0
"2221063"	0	0	1	0	0	0	0	0	0	0	0	0	1	5	1	2	0	1
"104057"	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0
"2194481"	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4474822"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
"2522679"	0	0	0	0	0	1	12	6	0	4	5	3	0	2	0	0	1	0
"4401396"	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4401398"	2	4	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0
"257210"	0	1	0	1	0	1	0	0	0	0	0	0	1	3	0	1	2	0
"4460449"	2	0	1	2	4	4	9	3	0	0	1	0	0	0	0	0	0	0
"159284"	0	2	1	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
"4339431"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	6	2	5
"4368929"	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0
"4437263"	5	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4328174"	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0
"4359458"	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
"139171"	0	0	2	1	4	4	2	0	2	1	1	1	1	0	1	0	0	0
"3976249"	0	0	0	0	5	0	13	20	8	11	5	6	0	7	3	2	2	0
"4119352"	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0
"4405700"	0	1	1	1	2	1	1	0	8	10	7	17	5	16	5	8	1	3
"3983096"	1	0	2	1	0	4	20	14	6	4	4	1	10	7	5	5	1	2
"64384"	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"254610"	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4425555"	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"3979167"	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"3150280"	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	3	0	0
"3449994"	0	1	0	0	0	0	0	0	0	0	0	0	2	4	0	2	1	6
"3449998"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0
"1917340"	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
"4428610"	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"4328604"	0	0	0	1	0	1	1	1	2	2	0	0	0	0	0	0	0	0
"2251072"	0	0	0	0	0	0	4	1	4	2	0	0	1	1	0	0	0	0
"4370839"	0	0	0	0	0	0	1	2	14	14	11	19	19	27	2	4	0	0
"243744"	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	5	7	5
"3834498"	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4459854"	1	0	19	26	21	25	15	15	9	9	9	12	6	7	2	0	0	0
"2229121"	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0
"3795561"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
"692794"	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
"4353425"	1	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
"4333166"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"245740"	0	0	0	0	0	0	0	0	1	2	1	4	2	3	0	1	0	0
"4355641"	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3324832"	8	10	10	4	3	2	2	0	0	0	1	0	0	0	0	0	0	0
"4377823"	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
"1705785"	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	3	1	0
"3475750"	0	0	2	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0
"585063"	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
"4428321"	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	3	1
"4307873"	0	0	2	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0
"4313000"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0
"2066103"	0	0	0	0	0	0	0	0	2	0	0	1	4	2	1	10	10	6
"3251478"	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"2907831"	0	0	2	3	3	6	0	0	0	0	0	0	0	0	1	0	0	0
"4478771"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1
"2871212"	2	0	1	0	3	1	11	2	16	10	16	12	29	15	21	14	13	13
"2606521"	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
"1950395"	7	11	3	10	1	1	10	2	3	2	6	3	5	5	0	1	1	0
"4433371"	0	0	0	0	0	0	0	2	1	2	4	0	1	1	0	0	0	0
"4353087"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1
"4473627"	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"2860732"	0	0	0	0	0	0	0	0	1	2	1	1	1	0	1	0	2	3
"4420077"	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4475092"	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4396476"	0	0	5	3	4	10	15	12	0	5	4	4	10	10	0	0	0	0
"1796584"	6	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2043756"	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"4423920"	3	3	0	1	2	5	37	28	17	10	27	12	3	6	0	0	1	0
"4393841"	0	0	0	0	2	1	2	2	0	0	1	0	0	0	0	0	0	0
"3445551"	0	0	0	2	1	0	1	1	0	0	0	1	0	0	0	0	0	0
"4451116"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
"4358468"	0	0	0	0	1	0	2	2	4	4	7	3	3	4	3	1	3	4
"2059400"	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1615346"	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"251213"	0	1	0	0	0	1	0	0	3	1	7	3	2	4	1	1	1	2
"251747"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4
"4382259"	0	0	0	0	0	0	0	1	1	0	1	0	3	0	0	0	0	0
"3030463"	0	0	0	1	2	1	9	2	1	1	1	2	0	1	0	0	0	0
"2940358"	0	0	1	1	1	3	0	1	3	0	1	0	0	1	0	0	2	0
"1657451"	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0
"1824711"	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0
"248108"	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
"235374"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3
"4168885"	0	0	4	1	21	18	1	0	0	0	0	0	0	0	0	0	0	0
"4384376"	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4245797"	0	0	0	0	1	0	0	0	0	3	4	1	1	0	0	0	0	0
"3108363"	1	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3639072"	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
"3528230"	0	0	0	0	0	0	0	2	7	5	15	6	5	8	1	3	0	0
"2910349"	0	0	0	0	0	0	0	0	1	1	1	2	1	0	0	0	0	0
"4352594"	3	3	0	1	0	0	2	0	0	0	2	3	0	0	0	0	0	0
"237153"	5	4	3	1	1	0	1	1	1	1	8	6	41	27	108	74	50	32
"2879608"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	3
"4255476"	0	1	3	3	8	15	19	19	8	5	10	5	5	9	0	0	0	0
"4447290"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"3567274"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
"4198800"	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0
"4416300"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"4416304"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	4
"3104691"	0	2	5	6	9	7	12	15	2	3	5	2	2	2	1	1	0	0
"3104873"	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"4413202"	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	0
"4334373"	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
"4432368"	0	0	0	0	2	0	0	1	2	2	0	1	0	0	2	1	0	0
"1912279"	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
"3982358"	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0
"4344800"	0	0	0	0	0	0	0	0	1	0	0	1	1	2	1	2	5	1
"4370803"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
"4355108"	0	0	0	0	0	0	1	0	1	0	0	0	1	2	0	0	0	0
"3048082"	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"4361675"	3	6	5	4	1	2	12	10	7	2	4	1	0	0	0	0	0	0
"3056493"	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
